State,Year,Month,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,Temp,Count,price,Megawatthours
GA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021794179630800003,4.5483002349400004e-08,1.91738766551,-4.6798476179399995e-07
GA,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10630244944,-6.22014910792e-07,-0.816054399851,-7.049036712380001e-07
GA,2007,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00577091776422,-3.04517667703e-07,1.7221418037,-9.72878108844e-07
GA,2007,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07630513756910001,-2.2528467617800001e-07,-1.8899066398099997,1.54404127255e-06
GA,2007,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056847421760900005,-6.681869312899999e-08,4.2115265417900005,2.46490799302e-06
GA,2007,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00820313224026,-1.1100451123299999e-07,0.0137405128467,1.04125234155e-06
GA,2007,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.033336015159200004,1.674035573e-09,3.9186577490699994,2.1505762360299998e-06
GA,2007,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.061520349406000006,-5.6944415066e-07,-4.91621749789,-2.6749869026e-06
GA,2007,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.066384778358,-6.26254488222e-07,-3.1590047415900004,-2.46627052641e-06
GA,2007,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.113407591561,-3.8525806453600003e-07,-0.5719970725869999,-1.78129289476e-06
GA,2007,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.010443845409299999,-3.21664403086e-07,0.111363443752,1.0066148286100001e-06
GA,2008,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06557404019930001,0.000172282555672,2.01501059641,1.7654233230299999e-06
GA,2008,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454970875394,1.62872190744e-07,-0.37675121077600005,-1.47653035414e-06
GA,2008,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035768229635300006,-1.77989834626e-07,1.4292730109799998,-9.01066310156e-07
GA,2008,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056847421760900005,-3.63683326059e-07,0.453043701922,-5.53683747553e-07
GA,2008,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06090111255419999,-1.58495511376e-08,0.404232236469,1.26435402457e-06
GA,2008,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07225144677569999,-2.00883552748e-07,7.725952054389999,2.90723833801e-06
GA,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000906488812164,1.02575978406e-07,-0.0838824180589,1.39179292745e-06
GA,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.008011630933279999,-1.53682924028e-07,-0.816054399851,-8.64963871179e-08
GA,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.036387466486999996,-8.77802749067e-07,-2.5244556907,-2.2185832752299998e-06
GA,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.100435781022,-8.148685774399999e-07,-2.13396396708,-2.4889153864099996e-06
GA,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0907069231183,-3.96375178686e-07,-1.64584931255,-7.535319129939999e-07
GA,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000906488812164,-1.57639862962e-07,-0.523185607134,1.23761226948e-06
GA,2009,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045305586232400004,5.66385749246e-07,1.03878128736,1.1851054098299999e-06
GA,2009,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00982460855761,1.10011059189e-08,0.501855167375,-1.71590907969e-06
GA,2009,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06900849414099999,-5.49942094483e-07,-1.694660778,-5.19215539363e-07
GA,2009,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042254134904699994,-4.5309130341599996e-07,-0.5719970725869999,-9.68355853065e-07
GA,2009,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0754943994104,-3.0357553938499997e-07,0.5994780982810001,1.4316229191e-06
GA,2009,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0673870178237,-9.03719010733e-08,4.4067724036,2.4882076846099998e-06
GA,2009,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0120653217267,-4.50830195453e-07,-0.5719970725869999,2.23703639356e-06
GA,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000906488812164,-5.60117080314e-07,-0.5719970725869999,-4.88810645154e-07
GA,2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.036387466486999996,-5.595518033239999e-07,-1.694660778,-2.30969721454e-06
GA,2009,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08584249416629999,-6.24370231586e-07,-1.3529805198299998,-1.90522537036e-06
GA,2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0704384691514,-6.163621408850001e-07,-1.84109517436,-1.2474022615799998e-06
GA,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0777351125795,6.884778463010001e-08,0.5994780982810001,2.2480537951700003e-06
GA,2010,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037198204645599996,-4.9304619208e-06,-0.18150534896499998,2.76714355532e-06
GA,2010,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000906488812164,7.31815748919e-08,0.8435354255449999,-2.311889781e-06
GA,2010,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0795480902038,-1.74221321355e-07,-0.27912827987,-7.68928850678e-07
GA,2010,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0990058060121,-5.656756373890001e-07,-1.01130026166,-1.56809903761e-06
GA,2010,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07225144677569999,-2.98488046469e-07,1.08759275281,1.6814943414600001e-06
GA,2010,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584688980782,3.01639043961e-06,3.9186577490699994,3.1184187279400002e-06
GA,2010,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00820313224026,1.5630632966200001e-06,0.989969821903,2.14865511686e-06
GA,2010,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.00152572566387,-1.33558289867e-06,0.404232236469,1.9294599862200002e-07
GA,2010,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0477378007084,-1.1737252536799999e-06,-3.4030620688499997,-2.51751669532e-06
GA,2010,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0963820902291,-5.568196312020001e-07,-3.20781620704,-3.55712061425e-06
GA,2010,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0825995415315,-7.91409582327e-07,-1.25535758893,-1.1559413175e-06
GA,2010,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.122325711307,-2.59831748298e-06,2.0638220618700003,3.24780673426e-06
GA,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013878299350999998,-4.51772323771e-07,1.7221418037,1.25287768116e-06
GA,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0738729230931,-3.56711576507e-07,-0.47437414168200004,-2.84203891915e-06
GA,2011,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052793730967499994,-2.41395070412e-07,1.03878128736,-1.02476371801e-06
GA,2011,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06333332703030001,-2.1388492353299998e-07,-0.0350709526061,-2.1901443247800003e-07
GA,2011,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043064873063400004,-9.74182475975e-07,1.57570740734,1.54471709233e-06
GA,2011,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0779266138865,4.17246836542e-07,4.84607559268,2.97314545867e-06
GA,2011,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00496017960555,-2.1916084211300001e-07,-0.32793974532299996,1.72025533453e-06
GA,2011,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000906488812164,-3.10641501768e-07,1.03878128736,2.96987265015e-07
GA,2011,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0712492073101,-6.40951689979e-07,-3.8911767233800005,-3.11660924591e-06
GA,2011,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0988143047051,-7.98758183206e-07,-4.13523405064,-3.1446410752e-06
GA,2011,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.045305586232400004,-3.6905345747e-07,-0.669620003493,-7.60071833635e-07
GA,2011,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.041251895439,-1.26549628476e-07,0.306609305564,1.43762554203e-06
GA,2012,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0120653217267,-2.02295971932e-06,-0.425562676229,7.806699451850001e-07
GA,2012,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211749427791,2.2608900086599998e-07,-0.32793974532299996,-1.45419472016e-06
GA,2012,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09576285337739998,2.81297720288e-07,-0.913677330757,-2.6356821631799998e-08
GA,2012,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00496017960555,-1.8854167178499998e-07,0.404232236469,-3.59235144319e-07
GA,2012,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06252258887159999,-8.19869590452e-08,1.6245188727899997,1.97773707533e-06
GA,2012,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015499775668299999,-2.39887665104e-07,3.1376743018299997,1.2209840245299998e-06
GA,2012,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.051982992808800005,-3.7169141676e-07,2.84480550911,2.52769906676e-06
GA,2012,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0347659901696,-2.20102970431e-07,-1.93871810527,-6.8667472684e-07
GA,2012,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0347659901696,-6.56402594391e-07,-1.2065461234700001,-2.28070272684e-06
GA,2012,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.07692437442080001,-3.03104475226e-07,-4.03761111974,-2.23554593205e-06
GA,2012,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0996250428638,-2.55903846506e-07,-1.10892319257,-3.96728450588e-07
GA,2012,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.005579416457249999,-2.32068000066e-07,0.06255197829959999,8.08917253252e-07
GA,2013,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017172269708399998,-5.93562635595e-07,0.941158356451,8.56550654705e-07
GA,2013,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0315230375349,4.7367258984900006e-08,0.745912494639,-1.1273693920600001e-06
GA,2013,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00982460855761,1.02575978406e-07,0.501855167375,5.70575344388e-07
GA,2013,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101438020488,9.13646514249e-08,-0.669620003493,-1.39902096092e-06
GA,2013,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043064873063400004,-2.17370798309e-07,1.3316500800700002,9.64502720882e-07
GA,2013,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07468366125180001,-2.3461174652399998e-07,4.260338007240001,2.28797753408e-06
GA,2013,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0017172269708399998,-1.7545382109599997e-08,0.208986374658,1.19715543049e-06
GA,2013,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.00314720198122,-2.6966665287299995e-08,-0.0350709526061,4.12178858236e-07
GA,2013,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0299015612176,-3.36078966348e-07,-1.5482263816400001,-1.6889238615700001e-06
GA,2013,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0785458507382,-2.61273977917e-07,-4.47691430881,-1.98030433095e-06
GA,2013,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0971928283877,-1.09873957251e-07,-0.5719970725869999,-4.92170155094e-07
GA,2013,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.017740488837400002,-3.0358327231200007e-08,0.306609305564,1.26628773666e-06
GA,2014,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0923283994357,-2.73897724083e-06,4.16271507634,2.85262146545e-06
GA,2014,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0779266138865,4.5004205263099995e-09,-1.2065461234700001,-2.80438610262e-06
GA,2014,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023607157255099997,-1.29752864756e-07,-1.01130026166,-6.085398854949999e-07
GA,2014,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0811695665212,-2.86240378338e-07,-0.8648658653039999,-1.17814122783e-06
GA,2014,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064144065189,-6.03643408596e-07,0.941158356451,1.47902265202e-06
GA,2014,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0560366836022,1.21975173762e-06,4.4067724036,2.0070379906400003e-06
GA,2014,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00333870328819,1.60668383773e-06,0.404232236469,1.4007296996299999e-06
GA,2014,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000906488812164,2.72159075605e-07,-0.13269388351199998,2.7423466562600004e-07
GA,2014,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0315230375349,-4.3019758529399995e-07,-2.7197015525099997,-1.6179306023700001e-06
GA,2014,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0817888033729,-1.21752506983e-08,-3.6959308615699995,-2.27729424445e-06
GA,2014,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.129622354735,-8.792236744710001e-08,-0.0838824180589,-2.82284037004e-07
GA,2014,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0106353467163,3.73806988166e-08,-1.84109517436,6.48504501451e-07
GA,2015,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0534129678192,-8.93065227815e-07,0.7947239600920001,1.8888171017e-06
GA,2015,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015308274361399999,1.1925164963099999e-07,1.5268959418799999,-1.0087413322e-06
GA,2015,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12494942709000001,2.85348872054e-07,-3.7935537924699996,-1.12942203724e-06
GA,2015,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06333332703030001,-1.86940053645e-07,0.6971010291859999,-1.29248769652e-06
GA,2015,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043875611222000004,-2.19733852031e-08,2.55193671639,1.59631726208e-06
GA,2015,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544152072848,8.645785124510001e-09,0.5994780982810001,2.34129873557e-06
GA,2015,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016310513827,-7.96316382507e-08,9.19029601798,2.27481653845e-06
GA,2015,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.017740488837400002,-3.88452150186e-09,-6.7222417196399995,-3.82259190992e-07
GA,2015,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0477378007084,-3.25150277862e-07,-2.0851525016299997,-2.71123351026e-06
GA,2015,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0744921599448,-1.9457129301900001e-07,-3.54949646521,-2.1320195759599997e-06
GA,2015,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0420626335977,-2.9801698231e-07,-2.7197015525099997,-9.19088171058e-07
GA,2015,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00882236909196,5.13241979196e-08,-0.18150534896499998,6.54112546366e-07
GA,2016,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11908275867200001,-4.44235297228e-07,2.55193671639,2.47029776073e-06
GA,2016,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043875611222000004,3.49884661822e-07,-0.669620003493,-1.35479324343e-06
GA,2016,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08684473363189998,3.67212089941e-08,-0.32793974532299996,-1.0513767455200001e-06
GA,2016,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227964190964,-7.30367400263e-08,0.111363443752,-7.012209431399999e-07
GA,2016,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544152072848,2.02818431417e-07,1.38046154553,1.4599345909600001e-06
GA,2016,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706299704584,1.55523589865e-07,4.4067724036,2.7534368667e-06
GA,2016,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.023607157255099997,-1.86563202318e-07,1.5268959418799999,2.4284473058e-06
GA,2016,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.011254583568,3.92939925944e-07,-1.01130026166,-4.6355770225199996e-08
GA,2016,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0347659901696,-4.13898765396e-07,-1.5970378471000002,-2.0279405308200003e-06
GA,2016,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0801673270555,-1.14019321849e-07,-3.8911767233800005,-3.02478310728e-06
GA,2016,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0809780652142,-3.61516430928e-07,-0.47437414168200004,-1.39277067732e-06
GA,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0493592770258,1.57502059332e-07,-0.37675121077600005,1.42560490484e-06
GA,2017,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00577091776422,2.1598073730900002e-06,0.306609305564,4.17616199188e-07
GA,2017,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026850109889799998,-4.72970210921e-07,1.2828386146200002,-2.36269799631e-06
GA,2017,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106353467163,1.42532413656e-06,0.306609305564,9.762253257459998e-07
GA,2017,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0754943994104,-6.01664939128e-07,-0.7672429343989999,-1.1839424138800001e-07
GA,2017,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0300930625245,6.06991479742e-07,0.160174909205,1.0624602100100001e-06
GA,2017,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039821920428699996,1.19440075294e-07,3.23529723273,1.7790880352599999e-06
GA,2017,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0317145388419,4.18942667514e-07,1.7709532691499998,2.2407331137799998e-06
GA,2017,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0120653217267,1.8849808098699998e-07,-0.425562676229,-9.75585635385e-08
GA,2017,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0436841099151,-4.17573065836e-07,-1.25535758893,-2.59631336432e-06
GA,2017,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.059088134929900005,-2.10964325748e-07,-4.13523405064,-1.0755033718799999e-06
HI,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01611901252,-5.09807428145e-07,3.04005137092,-1.5384469696500001e-07
HI,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33194704405,-4.3500243971400004e-07,-4.769783101530001,1.66966814509e-07
HI,2007,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33862445063,-4.65904248537e-07,4.45558386905,-7.118759984019999e-08
HI,2007,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013067561192299999,-4.5186653660200004e-07,2.45431378549,1.0571347563099999e-07
HI,2007,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35626918881,-5.23374075921e-07,2.99123990547,-2.84584890287e-09
HI,2007,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3718647151299999,-4.69201697649e-07,4.4067724036,5.19837039958e-08
HI,2007,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0072008927746,-3.5878425880700003e-07,3.1864857672799998,3.38722934737e-08
HI,2007,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.00476867829857,-5.304400383050001e-07,-7.55203663234,-4.87806060128e-08
HI,2007,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.00882236909196,-4.3227026759300005e-07,10.898697308800001,2.7374349216500003e-08
HI,2007,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.00233646382254,-4.974655471829999e-07,2.6495596473,-8.097089575880001e-08
HI,2007,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.011254583568,-4.1031867778899997e-07,7.38427179622,1.63247657111e-08
HI,2008,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022604917789500002,-4.6599846136899994e-07,0.6971010291859999,-2.98450591497e-08
HI,2008,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007149875051900001,-5.70857343137e-07,6.847345676240001,-6.57964329102e-08
HI,2008,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3278933532600001,-4.29538095471e-07,0.5994780982810001,1.00263541764e-07
HI,2008,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00152572566387,-4.6750586667700005e-07,0.111363443752,-4.49607550606e-08
HI,2008,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3459210940600002,-5.35244892725e-07,4.99250998904,7.55576413009e-08
HI,2008,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00982460855761,-5.310995281270001e-07,9.4831648107,-1.61565602979e-08
