M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24
-0.0013766871998086572,-0.0008984701125882566,-0.0006880815490148962,-0.0007546468987129629,-0.0009044031030498445,-0.0005964103038422763,-0.0004945240798406303,-0.00034248660085722804,-0.0003412679652683437,-0.000419842719566077,-0.0004222324932925403,-0.0004124619881622493,-0.000922618608456105,-0.0005182085442356765,-0.0005169708165340126,-0.0005616854759864509,-0.0008748275577090681,-0.0008426354615949094,-0.0008524658042006195,-0.000790717953350395,-0.001018382841721177,-0.0010740088764578104,-0.001081652706488967,-0.0010643675923347473
-3.8085345295257866e-05,-0.00018007001199293882,-0.00021055406250525266,-9.554177813697606e-05,1.3355907867662609e-05,0.0002046374575002119,0.0007805044879205525,0.0007994135958142579,0.0005023994599469006,0.0010000409092754126,0.0002864031703211367,-6.922527973074466e-05,0.00016018787573557347,-0.00014206221385393292,-0.0003438224084675312,-0.0006964594940654933,-0.000619974744040519,-0.0005554663948714733,-0.0006065602065064013,-0.0008001499227248132,-0.000880219682585448,-0.0005869212909601629,-0.0007511434960179031,-0.0004933724994771183
-8.03683215053752e-05,-5.501387931872159e-05,-3.604429366532713e-05,-0.00014237793220672756,-0.0001383861672366038,-6.886089977342635e-05,6.717040378134698e-05,2.5913977879099548e-05,-7.233193900901824e-05,0.0001122185931308195,2.1500090952031314e-05,6.577609747182578e-05,-0.00025091756833717227,-0.00013858564489055425,-0.00019097440235782415,-0.0005107421311549842,-0.0005512149655260146,-0.0005676720174960792,-0.00060057028895244,-0.0007312305388040841,-0.0008641607710160315,-0.0007668719044886529,-0.0008297229069285095,-0.0007193833007477224
2.5492437998764217e-05,-0.0002908540773205459,-8.462760888505727e-05,0.0007932724547572434,0.0009937824215739965,0.0025081110652536154,0.006268337368965149,0.007676361128687859,0.007583446800708771,0.009352447465062141,0.007369158789515495,0.00617816299200058,0.007321815937757492,0.00516633503139019,0.0034078096505254507,0.0027391796465963125,0.0017853190656751394,0.0007767172646708786,0.0004533005994744599,-0.0001469647540943697,-0.0014438268262892962,-0.0014031806495040655,-0.003209060290828347,-0.004055989906191826
0.0014048849698156118,0.0003456657868809998,7.75491789681837e-05,0.0003900507581420243,-0.00023733470879960805,0.0005480496329255402,0.0024124642368406057,0.0037016679998487234,0.003936810418963432,0.005308371968567371,0.0037410592194646597,0.0028963393997401,0.003420105902478099,0.0023252672981470823,0.0015742413233965635,0.0010120451916009188,0.00035715411650016904,-0.00011232141696382314,-0.0006062120082788169,-0.0010043872753158212,-0.0014943621354177594,-0.001242428319528699,-0.0019497855100780725,-0.001867333659902215
-2.1638305042870343e-05,-5.1338967750780284e-05,-0.00011541521234903485,-0.00034895556746050715,-0.00040733785135671496,-0.000349480367731303,-4.6350251068361104e-05,-0.0001410399127053097,-0.0004117172793485224,-0.0001065797550836578,-0.0004583742702379823,-0.0004966558190062642,-0.0005382930976338685,-0.0007097683264873922,-0.0007762512541376054,-0.001175715820863843,-0.001139737432822585,-0.0011043348349630833,-0.0011356454342603683,-0.0013224428985267878,-0.0014284972567111254,-0.0012498516589403152,-0.001371052348986268,-0.0011789083946496248
-0.0012438029516488314,-0.0015350969042629004,-0.0012654943857342005,-0.0010788782965391874,-0.0008782382938079536,-0.0007122924434952438,-0.0004069783608429134,-0.00037822447484359145,-0.000507514167111367,-8.245087519753724e-05,-0.0005151058430783451,-0.0006111725233495235,-0.0005027768784202635,-0.0004171458422206342,-0.00041760056046769023,-0.0006479038274846971,-0.0005256399163044989,-0.00038998405216261744,-0.0003871668013744056,-0.0005222483887337148,-0.000554430007468909,-0.00032067851861938834,-0.0004541223752312362,-0.00023846440308261663
0.0015065178740769625,0.0017023016698658466,0.0019274128135293722,0.0017625895561650395,0.0012698594946414232,0.001108974334783852,0.0006738968077115715,0.0004398264572955668,0.00029031519079580903,0.00016495566524099559,-9.003905870486051e-05,-8.249534585047513e-05,-0.0004727790947072208,-0.00012888685159850866,-0.00013760449655819684,-0.0003531171823851764,-0.00046564912190660834,-0.0004772433894686401,-0.00047997565707191825,-0.0005472574266605079,-0.0006817683461122215,-0.0006249627913348377,-0.0006783196586184204,-0.0005935411318205297
0.0006131363334134221,0.0006651678704656661,0.0006269256700761616,0.0004162078839726746,-0.0001840285985963419,0.00035087839933112264,0.0002612982061691582,0.0001675140083534643,9.09248337848112e-05,-0.00046304770512506366,-0.0008178476127795875,-0.001221867511048913,-0.0016774910036474466,-0.000996102811768651,-0.0009674524771980941,-0.0006095326389186084,-0.0010985087137669325,-0.0009054147521965206,-0.0008191221277229488,-0.0005644602351821959,-0.0009342668927274644,-0.0011950824409723282,-0.0012583158677443862,-0.001304898876696825
-0.00023524109565187246,6.909991498105228e-06,3.691999881993979e-05,-0.00016409643285442144,-5.87750255363062e-05,-1.489506394136697e-05,3.212578303646296e-05,-7.356256537605077e-05,-0.00018494967662263662,-4.3970721890218556e-05,-0.00012021111615467817,-2.4856723030097783e-05,-0.00023814030282665044,4.399083263706416e-05,4.5046486775390804e-05,-0.00018800627731252462,-0.00014287461817730218,-0.00010445232328493148,-6.859372660983354e-05,-0.00016835676797199994,-0.0002921814448200166,-0.00019810926460195333,-0.00026356911985203624,-0.0001707039336906746
0.0011321443598717451,0.0004013812285847962,0.0004428185638971627,0.0009025110048241913,0.0009713320177979767,0.0016625875141471624,0.003321679076179862,0.004037376493215561,0.0037728266324847937,0.00467444583773613,0.003034906229004264,0.002019809326156974,0.0026567403692752123,0.0016934734303504229,0.0009993480052798986,0.0005892215413041413,0.00024406220472883433,5.173757381271571e-05,-0.00026327086379751563,-0.000551442673895508,-0.0008658179431222379,-0.0005172906094230711,-0.0010267291218042374,-0.0008139523561112583
0.0055378507822752,0.005605584010481834,0.004654811695218086,0.00435899943113327,0.0030332112219184637,0.0026979201938956976,0.005366107448935509,0.005827717483043671,0.005009325221180916,0.006369289010763168,0.0040412042289972305,0.002762691816315055,0.0041647013276815414,0.0021004711743444204,9.862873412203044e-05,-0.0002446567523293197,-0.0009577369200997055,-0.0017080551479011774,-0.0015152751002460718,-0.0018921114969998598,-0.0031920906621962786,-0.0029960304964333773,-0.00506483344361186,-0.006216617301106453
0.00023576691455673426,-0.0003300757962279022,-0.0002570573124103248,0.00030273926677182317,0.00037654658081009984,0.0010566019918769598,0.0024978367146104574,0.003081980859860778,0.0028208165895193815,0.0036592481192201376,0.002179887844249606,0.0012727745342999697,0.001691589830443263,0.0008645302732475102,0.000307679467368871,-0.00014103036664891988,-0.0004441788769327104,-0.0005716170999221504,-0.0008351046708412468,-0.0010889103868976235,-0.001303125754930079,-0.000956514326389879,-0.0013530326541513205,-0.0010853565763682127
0.0001936398766702041,0.0001283953752135858,8.226475620176643e-05,-0.00019324450113344938,-0.0002425058773951605,-0.0001985914568649605,8.673073898535222e-05,-7.215145160444081e-06,-0.00029978842940181494,-4.546887066680938e-05,-0.000365532876458019,-0.0003995737642981112,-0.0005434213089756668,-0.000741047493647784,-0.000811300880741328,-0.0012318415101617575,-0.0012391081545501947,-0.0012243196833878756,-0.0012764455750584602,-0.0014607312623411417,-0.0015743803232908249,-0.0014171618968248367,-0.0015339257661253214,-0.001355583779513836
-0.0003017803537659347,-9.949570812750608e-05,-8.183899626601487e-05,-0.00028645218117162585,-0.0002960047568194568,-0.000269151059910655,-0.00015989878738764673,-0.00021929691138211638,-0.0003692546160891652,-0.0001802951592253521,-0.0002649130183272064,-0.00018941420421469957,-0.0004377280711196363,-0.0002954026567749679,-0.0002971067442558706,-0.0005600249278359115,-0.0005322667420841753,-0.000511840742547065,-0.0005022254190407693,-0.0006142295314930379,-0.0007375964778475463,-0.0006206591497175395,-0.0006866058683954179,-0.0005861729732714593
