1.350127477790681379e-03,1.256342554797414525e-03,1.064691471461948463e-03,1.467191144608852088e-03,1.534149217979162774e-03,1.995543013245906772e-03,1.041025847044801163e-03,1.217661523883547528e-03,1.314679624710761441e-03,8.949160968469601881e-04,9.904486861713568228e-04,8.140068270563409871e-04,4.324709363721097443e-04,3.812919204285962070e-04,3.813067518262114601e-04,7.536933031178474950e-04,8.126054051853885945e-04,1.170162097054076996e-03,8.944186953140735303e-05,2.086812007668860565e-04,2.778541486991776589e-04,2.229043700365714855e-04,9.450392382416756849e-05,3.150058477363499058e-04
1.462275925068064327e-03,1.209244956566331948e-03,1.161490173822187161e-03,1.525616932514464990e-03,1.549566228715162095e-03,1.686379001985741002e-03,1.944060403947757681e-03,1.485293654562180659e-03,1.434444064226117043e-03,9.833901519939421739e-04,1.065577386289030121e-03,8.867172808202213258e-04,6.510298771702827158e-04,4.975171157905895194e-04,3.780001100065018727e-04,8.278983042657322728e-04,8.789404164482061445e-04,6.664455377274194426e-04,1.401571564110688610e-03,9.720072975078717379e-04,4.426640278553369630e-04,6.333623636806347322e-05,2.642503430765994569e-05,1.495420491705389096e-04
1.531931260025572736e-03,1.274218288212887072e-03,1.168169534582639158e-03,1.569620896047737180e-03,1.608927491212313243e-03,2.013130663815302333e-03,1.456370584481422913e-03,1.364875576826042212e-03,1.468221036744305104e-03,1.059121130565322333e-03,1.151095741973339522e-03,9.807761315882633328e-04,5.879638234804977076e-04,5.270646361704634702e-04,4.984744810494078256e-04,9.023506256286030740e-04,9.290651687461904925e-04,1.298576383240700313e-03,4.407606314788185104e-04,4.690442655769355555e-04,5.047185245094415506e-04,1.335702804423451278e-05,1.185288668578898325e-04,6.909518389422797196e-05
1.616303452436848760e-03,1.209556304415518270e-03,1.149531099762312854e-03,1.472299911151769532e-03,1.517318080272599254e-03,1.458319229742220061e-03,1.716642897509962394e-03,1.554332755422834379e-03,1.352427346527604801e-03,9.726409548408602264e-04,1.076198880849577304e-03,8.205713111803269229e-04,5.030408327737910697e-04,3.573174693600109347e-04,4.058576435282809300e-04,8.100337581274058389e-04,8.374720804329248815e-04,7.781533462378525858e-04,7.752332478428851674e-04,4.646447777058090997e-04,4.040325624052231107e-04,7.937254759570231506e-05,4.755474476921285327e-05,2.161576886961099036e-04
1.297253880648843944e-03,1.105813321311315206e-03,1.369305566657090740e-03,1.443986335637331480e-03,1.288723263897684603e-03,1.256862541444536208e-03,1.752659896999133335e-03,1.421274914042906182e-03,1.256011517221210542e-03,8.520725166223371916e-04,7.596403169361925795e-04,7.609733105631073151e-04,2.340398534869555754e-04,3.363952051925847325e-04,8.898642350772484420e-04,1.173988763494117262e-03,6.838169048330158730e-04,2.569798405433209882e-04,6.057855068800394212e-04,3.684103138140831768e-04,3.349760824560021086e-04,4.391523084684682702e-04,1.089776305551051023e-03,1.201887897247139007e-03
1.530178643429986685e-03,1.306931359716302209e-03,1.226621852595383621e-03,1.613754542499494992e-03,1.682281232268144919e-03,2.227635405498471118e-03,1.018517229568653617e-03,1.401583933215049807e-03,1.440556561385796745e-03,1.057472832395434971e-03,1.197874753168178680e-03,9.546953078523986091e-04,6.648177736544158686e-04,5.387909897309909940e-04,4.731922038548881486e-04,9.372952082753388059e-04,9.761391768116122261e-04,1.419070273347756896e-03,4.116661515017948185e-04,5.193983226179393247e-04,4.780187956791672778e-04,2.229718656539338668e-05,1.640567465654879404e-04,7.956596611377529898e-05
1.507380253049315014e-03,1.502485269450397776e-03,1.200974616934724062e-03,1.631453387520744383e-03,1.615706613214192922e-03,2.057211930199189139e-03,1.336770626969763362e-03,1.287084925367466869e-03,1.515059359222641457e-03,1.094255981638364269e-03,1.250202260377170083e-03,1.011071044288514584e-03,7.067236163792960492e-04,7.140701759665130880e-04,5.256131354649814331e-04,9.519678795638133453e-04,1.020826399825260859e-03,1.237632541961492189e-03,8.384156627757835979e-04,6.384429312320541667e-04,4.768565605648075203e-04,3.152823198130949464e-05,2.021335078895485440e-04,4.676873450488296471e-05
1.319805158319428597e-03,1.462481114407867145e-03,9.254887985523151204e-04,1.331055403040695478e-03,1.007170818556298638e-03,4.632634937335372355e-04,1.960518684804436751e-03,1.254987062146682058e-03,1.251194127200314261e-03,7.197160736225390737e-04,9.501226634601206856e-04,5.600134744995044055e-04,3.934082850274134941e-04,2.850251344191686697e-04,2.937279787508114380e-04,6.138439773311506718e-04,1.141756729416150808e-04,2.853871122875394658e-04,1.038693085740129661e-03,2.961475806323447444e-04,2.958419201151597658e-04,3.052203984885410283e-04,7.146905059203623287e-05,4.539746033922836756e-04
2.176558700282654659e-03,1.153578421368828006e-03,1.090361209021370502e-03,1.332810903273548000e-03,1.398756895737630684e-03,1.719490018176446627e-03,1.722767943256180677e-03,1.670540979729218849e-03,1.299325101174118391e-03,8.572486249274559366e-04,9.259329020164526036e-04,9.060750977002647632e-04,6.305710084527417795e-04,4.946776612751858752e-04,2.784314824309947205e-04,7.766175182019464766e-04,7.898412665268984270e-04,9.196987298645712761e-04,1.000304668399461250e-03,6.002834148038627658e-04,4.101704897184025060e-04,1.192007796221730638e-04,4.104649067653251988e-06,1.422170043008009642e-04
1.436420272653998222e-03,1.280122694658747265e-03,1.159752095338546741e-03,1.624027134941598803e-03,1.699080116011882991e-03,2.316855538620403096e-03,9.727959747569086928e-04,1.453718559255975625e-03,1.419841670079746709e-03,1.050577653113323644e-03,1.179841536592743162e-03,1.008521703919180610e-03,7.077103881736058468e-04,5.645120797427568638e-04,4.964387152905175510e-04,9.280190789614086800e-04,9.809797784342735166e-04,1.494363034173107558e-03,1.700627438520185136e-04,5.056761718335527457e-04,4.368106386782708473e-04,6.828021927782379896e-06,1.415992795106317190e-04,3.928391161604513995e-05
