State,Year,Month,Megawatthours
AZ,2010,11,4981573
CA,2010,11,20114545
CO,2010,11,4185286
CT,2010,11,2214435
DC,2010,11,872747
DE,2010,11,786379
FL,2010,11,16657685
GA,2010,11,9389571
HI,2010,11,828629
IA,2010,11,3584244
ID,2010,11,1766455
IL,2010,11,10567641
IN,2010,11,7935809
KS,2010,11,2834543
KY,2010,11,6896273
LA,2010,11,6237773
MA,2010,11,4373834
MD,2010,11,4561044
ME,2010,11,926257
MI,2010,11,8137753
MN,2010,11,5374150
MO,2010,11,6030216
MS,2010,11,3452333
MT,2010,11,1130100
NC,2010,11,9306908
ND,2010,11,1136848
NE,2010,11,2247712
NH,2010,11,812320
NJ,2010,11,5615363
NM,2010,11,1712082
NV,2010,11,2403200
NY,2010,11,10677079
OH,2010,11,11704352
OK,2010,11,4034197
OR,2010,11,3945566
PA,2010,11,11081933
RI,2010,11,596694
SC,2010,11,5720328
SD,2010,11,871885
TN,2010,11,7011110
TX,2010,11,24739327
UT,2010,11,2239350
VA,2010,11,8134926
VT,2010,11,436546
WA,2010,11,7309613
WI,2010,11,5312443
WV,2010,11,2479013
WY,2010,11,1452960
AK,2010,12,605894
AL,2010,12,7815052
AR,2010,12,3764771
AZ,2010,12,5238663
CA,2010,12,22299203
CO,2010,12,4419155
CT,2010,12,2581575
DC,2010,12,1016196
DE,2010,12,945045
FL,2010,12,17964239
GA,2010,12,11707846
HI,2010,12,839580
IA,2010,12,4061859
ID,2010,12,2012357
IL,2010,12,12504709
IN,2010,12,9384002
KS,2010,12,3265639
KY,2010,12,8714215
LA,2010,12,6528921
MA,2010,12,4821651
MD,2010,12,5917834
ME,2010,12,1030622
MI,2010,12,8999885
MN,2010,12,6081594
MO,2010,12,7639700
MS,2010,12,3897230
MT,2010,12,1308381
NC,2010,12,11957352
ND,2010,12,1322186
NE,2010,12,2627809
NH,2010,12,905834
NJ,2010,12,6445129
NM,2010,12,1847080
NV,2010,12,2555323
NY,2010,12,12106243
OH,2010,12,13839621
OK,2010,12,4708465
OR,2010,12,4389318
PA,2010,12,13275407
RI,2010,12,680084
SC,2010,12,7156566
SD,2010,12,1065069
TN,2010,12,8543070
TX,2010,12,26656135
UT,2010,12,2418242
VA,2010,12,10979526
VT,2010,12,515414
WA,2010,12,8767319
WI,2010,12,6065242
WV,2010,12,3262637
WY,2010,12,1592806
AK,2011,1,618902
AL,2011,1,8147003
AR,2011,1,4233942
AZ,2011,1,5626181
CA,2011,1,21010165
CO,2011,1,4534793
CT,2011,1,2780309
DC,2011,1,1018592
DE,2011,1,1097708
FL,2011,1,18842683
GA,2011,1,12600370
HI,2011,1,837795
IA,2011,1,4150406
ID,2011,1,2063171
IL,2011,1,12941695
IN,2011,1,9782571
KS,2011,1,3423634
KY,2011,1,8762907
LA,2011,1,7174346
MA,2011,1,4923422
MD,2011,1,6247406
ME,2011,1,1017971
MI,2011,1,9092427
MN,2011,1,6210978
MO,2011,1,8054369
MS,2011,1,4351703
MT,2011,1,1354273
NC,2011,1,12769842
ND,2011,1,1397344
NE,2011,1,2666585
NH,2011,1,991030
NJ,2011,1,6831171
NM,2011,1,1899284
NV,2011,1,2599927
NY,2011,1,12424996
OH,2011,1,14331164
OK,2011,1,5000149
OR,2011,1,4525733
PA,2011,1,14712165
RI,2011,1,658999
SC,2011,1,7523143
SD,2011,1,1134503
TN,2011,1,9915906
TX,2011,1,29993367
UT,2011,1,2448763
VA,2011,1,10887121
VT,2011,1,524264
WA,2011,1,9013798
WI,2011,1,6138435
WV,2011,1,3237130
WY,2011,1,1591112
AK,2011,2,553350
AL,2011,2,7036974
AR,2011,2,3974957
AZ,2011,2,5150759
CA,2011,2,19138651
CO,2011,2,4146556
CT,2011,2,2390927
DC,2011,2,856933
DE,2011,2,986394
FL,2011,2,16110024
GA,2011,2,10566308
HI,2011,2,770446
IA,2011,2,3706093
ID,2011,2,1863554
IL,2011,2,11594099
IN,2011,2,8635891
KS,2011,2,3199673
KY,2011,2,7521784
LA,2011,2,7013207
MA,2011,2,4655802
MD,2011,2,5155310
ME,2011,2,902997
MI,2011,2,8089925
MN,2011,2,5628619
MO,2011,2,7026762
MS,2011,2,4012531
MT,2011,2,1231225
NC,2011,2,10253499
ND,2011,2,1256327
NE,2011,2,2503966
NH,2011,2,949077
NJ,2011,2,5855303
NM,2011,2,1730380
NV,2011,2,2286059
NY,2011,2,11775235
OH,2011,2,12492834
OK,2011,2,4523146
OR,2011,2,4014393
PA,2011,2,12992227
RI,2011,2,610619
SC,2011,2,6227375
SD,2011,2,1052123
TN,2011,2,8817508
TX,2011,2,27945669
UT,2011,2,2216458
VA,2011,2,8899503
VT,2011,2,467285
WA,2011,2,8486806
WI,2011,2,5403103
WV,2011,2,2763556
WY,2011,2,1461298
AK,2011,3,561592
AL,2011,3,6736343
AR,2011,3,3512733
AZ,2011,3,5001976
CA,2011,3,21515349
CO,2011,3,4191373
CT,2011,3,2436332
DC,2011,3,889619
DE,2011,3,902055
FL,2011,3,15229219
GA,2011,3,9831030
HI,2011,3,849403
IA,2011,3,3763230
ID,2011,3,1820505
IL,2011,3,11295406
IN,2011,3,8893195
KS,2011,3,3003544
KY,2011,3,7489866
LA,2011,3,6093401
MA,2011,3,4627572
MD,2011,3,5022748
ME,2011,3,954229
MI,2011,3,8751420
MN,2011,3,5820377
MO,2011,3,6566916
MS,2011,3,3564001
MT,2011,3,1211134
NC,2011,3,9936111
ND,2011,3,1270867
NE,2011,3,2465617
NH,2011,3,891995
NJ,2011,3,6021388
NM,2011,3,1713311
NV,2011,3,2458350
NY,2011,3,11530654
OH,2011,3,12794812
OK,2011,3,4185309
OR,2011,3,4189416
PA,2011,3,12361893
RI,2011,3,628797
SC,2011,3,5882227
SD,2011,3,1025097
TN,2011,3,7657389
TX,2011,3,26464992
UT,2011,3,2268269
VA,2011,3,8688112
VT,2011,3,470454
WA,2011,3,8712759
WI,2011,3,5683228
WV,2011,3,2693601
WY,2011,3,1522644
AK,2011,4,508813
AL,2011,4,6395870
AR,2011,4,3415507
AZ,2011,4,5226956
CA,2011,4,19410340
CO,2011,4,4004329
CT,2011,4,2260627
DC,2011,4,833601
DE,2011,4,846219
FL,2011,4,17019781
GA,2011,4,9671611
HI,2011,4,817162
IA,2011,4,3417020
ID,2011,4,1664214
IL,2011,4,10403395
IN,2011,4,7581303
KS,2011,4,2832377
KY,2011,4,6764859
LA,2011,4,6236365
MA,2011,4,4333735
MD,2011,4,4519328
ME,2011,4,900335
MI,2011,4,7858010
MN,2011,4,5177270
MO,2011,4,5823739
MS,2011,4,3504041
MT,2011,4,1112906
NC,2011,4,9245272
ND,2011,4,1083515
NE,2011,4,2145205
NH,2011,4,869383
NJ,2011,4,5429661
NM,2011,4,1698508
NV,2011,4,2379204
NY,2011,4,10775875
OH,2011,4,11257186
OK,2011,4,3996913
OR,2011,4,3807349
PA,2011,4,11161570
RI,2011,4,571456
SC,2011,4,5807423
SD,2011,4,928737
TN,2011,4,7278927
TX,2011,4,26963245
UT,2011,4,2188325
VA,2011,4,7906596
VT,2011,4,428060
WA,2011,4,7848762
WI,2011,4,5215864
WV,2011,4,2321755
WY,2011,4,1355378
AK,2011,5,481609
AL,2011,5,6832328
AR,2011,5,3467036
AZ,2011,5,5770429
CA,2011,5,20191005
CO,2011,5,4080200
CT,2011,5,2300770
DC,2011,5,960566
DE,2011,5,790818
FL,2011,5,18563604
GA,2011,5,10772709
HI,2011,5,852355
IA,2011,5,3541286
ID,2011,5,1675605
IL,2011,5,10661657
IN,2011,5,8271642
KS,2011,5,3070642
KY,2011,5,6523652
LA,2011,5,6648093
MA,2011,5,4075086
MD,2011,5,4786894
ME,2011,5,897060
MI,2011,5,8180730
MN,2011,5,5262668
MO,2011,5,6132823
MS,2011,5,3699788
MT,2011,5,1051982
NC,2011,5,10082029
ND,2011,5,1001838
NE,2011,5,2184150
NH,2011,5,779845
NJ,2011,5,5991759
NM,2011,5,1818970
NV,2011,5,2608404
NY,2011,5,10689332
OH,2011,5,12140294
OK,2011,5,4586920
OR,2011,5,3640038
PA,2011,5,11160581
RI,2011,5,569818
SC,2011,5,6436561
SD,2011,5,865042
TN,2011,5,7151342
TX,2011,5,29173907
UT,2011,5,2192416
VA,2011,5,8497367
VT,2011,5,427583
WA,2011,5,7343262
WI,2011,5,5363399
WV,2011,5,2311790
WY,2011,5,1433063
AK,2011,6,464615
AL,2011,6,8348772
AR,2011,6,4300120
AZ,2011,6,7057869
CA,2011,6,21788563
CO,2011,6,4422644
CT,2011,6,2502915
DC,2011,6,1083309
DE,2011,6,979222
FL,2011,6,21422245
GA,2011,6,12894687
HI,2011,6,801904
IA,2011,6,3814393
ID,2011,6,1886871
IL,2011,6,12154984
IN,2011,6,8934614
KS,2011,6,3858223
KY,2011,6,7206307
LA,2011,6,7861275
MA,2011,6,4603475
MD,2011,6,5692683
ME,2011,6,992201
MI,2011,6,8949604
MN,2011,6,5585657
MO,2011,6,7428190
MS,2011,6,4505468
MT,2011,6,1023281
NC,2011,6,12108140
ND,2011,6,963993
NE,2011,6,2398967
NH,2011,6,887815
NJ,2011,6,6764960
NM,2011,6,2037474
NV,2011,6,3066973
NY,2011,6,12129006
OH,2011,6,12991997
OK,2011,6,6023945
OR,2011,6,3547420
PA,2011,6,12367733
RI,2011,6,662997
SC,2011,6,7476646
SD,2011,6,877423
TN,2011,6,8664304
TX,2011,6,35730168
UT,2011,6,2347461
VA,2011,6,9870197
VT,2011,6,443915
WA,2011,6,7334593
WI,2011,6,5605355
WV,2011,6,2459911
WY,2011,6,1381846
AK,2011,7,474852
AL,2011,7,8807714
AR,2011,7,4960126
AZ,2011,7,8322651
CA,2011,7,23355017
CO,2011,7,5182136
CT,2011,7,2893149
DC,2011,7,1250834
DE,2011,7,1119814
FL,2011,7,22144840
GA,2011,7,14121240
HI,2011,7,852095
IA,2011,7,4479845
ID,2011,7,2481278
IL,2011,7,14759220
IN,2011,7,10504000
KS,2011,7,4557839
KY,2011,7,8188193
LA,2011,7,8653956
MA,2011,7,5396811
MD,2011,7,6659572
ME,2011,7,1030593
MI,2011,7,10846247
MN,2011,7,6562520
MO,2011,7,9014825
MS,2011,7,5003669
MT,2011,7,1134303
NC,2011,7,13319590
ND,2011,7,1080109
NE,2011,7,2998827
NH,2011,7,985109
NJ,2011,7,8570959
NM,2011,7,2283742
NV,2011,7,3776208
NY,2011,7,14203370
OH,2011,7,15553889
OK,2011,7,6804721
OR,2011,7,3751649
PA,2011,7,13684505
RI,2011,7,833468
SC,2011,7,8157705
SD,2011,7,1007339
TN,2011,7,9773886
TX,2011,7,38540463
UT,2011,7,2768207
VA,2011,7,11284286
VT,2011,7,497098
WA,2011,7,7146468
WI,2011,7,6738698
WV,2011,7,2725365
WY,2011,7,1448915
AK,2011,8,495031
AL,2011,8,9226122
AR,2011,8,5147213
AZ,2011,8,8807795
CA,2011,8,26070628
CO,2011,8,5289802
CT,2011,8,2995189
DC,2011,8,1084951
DE,2011,8,1164399
FL,2011,8,23198993
GA,2011,8,14330601
HI,2011,8,866779
IA,2011,8,4203282
ID,2011,8,2354418
IL,2011,8,14172569
IN,2011,8,9959885
KS,2011,8,4350523
KY,2011,8,8088387
LA,2011,8,8777981
MA,2011,8,5096565
MD,2011,8,6098191
ME,2011,8,1017606
MI,2011,8,9886881
MN,2011,8,6285131
MO,2011,8,8585097
MS,2011,8,5074817
MT,2011,8,1176437
NC,2011,8,13267650
ND,2011,8,1095831
NE,2011,8,2910020
NH,2011,8,1011157
NJ,2011,8,7827652
NM,2011,8,2305958
NV,2011,8,3815538
NY,2011,8,14159584
OH,2011,8,14579765
OK,2011,8,6686268
OR,2011,8,4007383
PA,2011,8,13591088
RI,2011,8,721052
SC,2011,8,8242940
SD,2011,8,1071003
TN,2011,8,10310397
TX,2011,8,41667168
UT,2011,8,2818384
VA,2011,8,10355383
VT,2011,8,486411
WA,2011,8,7366208
WI,2011,8,6432686
WV,2011,8,2794532
WY,2011,8,1390498
AK,2011,9,485067
AL,2011,9,7634765
AR,2011,9,4334650
AZ,2011,9,7413025
CA,2011,9,25141565
CO,2011,9,4656579
CT,2011,9,2518712
DC,2011,9,949696
DE,2011,9,1029890
FL,2011,9,22174876
GA,2011,9,12100307
HI,2011,9,841198
IA,2011,9,3531268
ID,2011,9,1919970
IL,2011,9,11767513
IN,2011,9,8405374
KS,2011,9,3431318
KY,2011,9,7271842
LA,2011,9,8276456
MA,2011,9,4784306
MD,2011,9,5191751
ME,2011,9,932952
MI,2011,9,8280337
MN,2011,9,5476033
MO,2011,9,6714126
MS,2011,9,4644657
MT,2011,9,1002476
NC,2011,9,10978248
ND,2011,9,1025870
NE,2011,9,2370096
NH,2011,9,953427
NJ,2011,9,6808089
NM,2011,9,2036359
NV,2011,9,3160002
NY,2011,9,12805244
OH,2011,9,12430324
OK,2011,9,4835181
OR,2011,9,3683735
PA,2011,9,12106072
RI,2011,9,637726
SC,2011,9,6959642
SD,2011,9,935464
TN,2011,9,8991548
TX,2011,9,36600689
UT,2011,9,2492126
VA,2011,9,8948683
VT,2011,9,450302
WA,2011,9,6957091
WI,2011,9,5468576
WV,2011,9,2370558
WY,2011,9,1331460
AK,2011,10,509361
AL,2011,10,6461043
AR,2011,10,3635372
AZ,2011,10,5888172
CA,2011,10,22072767
CO,2011,10,4237235
CT,2011,10,2240715
DC,2011,10,880711
DE,2011,10,858273
FL,2011,10,18434331
GA,2011,10,9849979
HI,2011,10,859848
IA,2011,10,3482996
ID,2011,10,1686671
IL,2011,10,10700214
IN,2011,10,8125037
KS,2011,10,2944832
KY,2011,10,7054490
LA,2011,10,6966180
MA,2011,10,4322688
MD,2011,10,4524914
ME,2011,10,915696
MI,2011,10,8129043
MN,2011,10,5314145
MO,2011,10,5985596
MS,2011,10,3803947
MT,2011,10,1110733
NC,2011,10,9519379
ND,2011,10,1058314
NE,2011,10,2201257
NH,2011,10,871435
NJ,2011,10,5647321
NM,2011,10,1801132
NV,2011,10,2670203
NY,2011,10,11361905
OH,2011,10,11739373
OK,2011,10,4323609
OR,2011,10,3578609
PA,2011,10,11287927
RI,2011,10,597419
SC,2011,10,5915993
SD,2011,10,860256
TN,2011,10,7231443
TX,2011,10,29754848
UT,2011,10,2305683
VA,2011,10,7902959
VT,2011,10,437252
WA,2011,10,7020528
WI,2011,10,5338108
WV,2011,10,2349689
WY,2011,10,1363255
AK,2011,11,561501
AL,2011,11,6359998
AR,2011,11,3325982
AZ,2011,11,4942527
CA,2011,11,20439478
CO,2011,11,4184622
CT,2011,11,2153066
DC,2011,11,847939
DE,2011,11,823065
FL,2011,11,15851519
GA,2011,11,9303873
HI,2011,11,806885
IA,2011,11,3536508
ID,2011,11,1823936
IL,2011,11,10712244
IN,2011,11,7934607
KS,2011,11,2860857
KY,2011,11,7036051
LA,2011,11,6138681
MA,2011,11,4186301
MD,2011,11,4558511
ME,2011,11,878643
MI,2011,11,8160900
MN,2011,11,5388463
MO,2011,11,6007107
MS,2011,11,3424228
MT,2011,11,1121216
NC,2011,11,9332579
ND,2011,11,1189329
NE,2011,11,2293827
NH,2011,11,816214
NJ,2011,11,5242935
NM,2011,11,1717392
NV,2011,11,2411254
NY,2011,11,10724396
OH,2011,11,11629787
OK,2011,11,4150176
OR,2011,11,3912848
PA,2011,11,11022759
RI,2011,11,597264
SC,2011,11,5678180
SD,2011,11,897354
TN,2011,11,7129847
TX,2011,11,25503940
UT,2011,11,2282996
VA,2011,11,7931611
VT,2011,11,423141
WA,2011,11,7642530
WI,2011,11,5330520
WV,2011,11,2476766
WY,2011,11,1528811
AK,2011,12,604848
AL,2011,12,7008439
AR,2011,12,3620191
AZ,2011,12,5735305
CA,2011,12,21808172
CO,2011,12,4528015
CT,2011,12,2386284
DC,2011,12,905303
DE,2011,12,885439
FL,2011,12,16098308
GA,2011,12,10328434
HI,2011,12,805783
IA,2011,12,4028549
ID,2011,12,2031531
IL,2011,12,11722572
IN,2011,12,8790020
KS,2011,12,3226938
KY,2011,12,7630002
LA,2011,12,6529141
MA,2011,12,4564151
MD,2011,12,5142403
ME,2011,12,975062
MI,2011,12,8828035
MN,2011,12,5820848
MO,2011,12,6915291
MS,2011,12,3748708
MT,2011,12,1258116
NC,2011,12,10272594
ND,2011,12,1313678
NE,2011,12,2537567
NH,2011,12,862119
NJ,2011,12,5868563
NM,2011,12,1999155
NV,2011,12,2684358
NY,2011,12,11467012
OH,2011,12,12804884
OK,2011,12,4730457
OR,2011,12,4512872
PA,2011,12,12308718
RI,2011,12,642806
SC,2011,12,6180710
SD,2011,12,1025258
TN,2011,12,7810831
TX,2011,12,27726661
UT,2011,12,2529857
VA,2011,12,9056448
VT,2011,12,494419
WA,2011,12,8852112
WI,2011,12,5893648
WV,2011,12,2734100
WY,2011,12,1609482
AK,2012,1,618732
AL,2012,1,7149779
AR,2012,1,3910680
AZ,2012,1,5374513
CA,2012,1,20887546
CO,2012,1,4416163
CT,2012,1,2616524
DC,2012,1,935886
DE,2012,1,990197
FL,2012,1,16566405
GA,2012,1,10883477
HI,2012,1,814037
IA,2012,1,3926876
ID,2012,1,2019264
IL,2012,1,12249326
IN,2012,1,9365894
KS,2012,1,3257143
KY,2012,1,8021766
LA,2012,1,6863383
MA,2012,1,4815274
MD,2012,1,5588359
ME,2012,1,1016653
MI,2012,1,8885628
MN,2012,1,5931051
MO,2012,1,7118835
MS,2012,1,3989164
MT,2012,1,1291708
NC,2012,1,11023242
ND,2012,1,1375579
NE,2012,1,2569610
NH,2012,1,967456
NJ,2012,1,6286404
NM,2012,1,1875107
NV,2012,1,2579567
NY,2012,1,11897042
OH,2012,1,13606248
OK,2012,1,4693211
OR,2012,1,4387505
PA,2012,1,13142520
RI,2012,1,632115
SC,2012,1,6572791
SD,2012,1,1066946
TN,2012,1,8352530
TX,2012,1,28330456
UT,2012,1,2420866
VA,2012,1,9717172
VT,2012,1,510813
WA,2012,1,8988060
WI,2012,1,5912130
WV,2012,1,2994091
WY,2012,1,1569660
AK,2012,2,595167
AL,2012,2,6587400
AR,2012,2,3665356
AZ,2012,2,4951703
CA,2012,2,19050378
CO,2012,2,4145577
CT,2012,2,2415610
DC,2012,2,840332
DE,2012,2,918388
FL,2012,2,15479907
GA,2012,2,9841290
HI,2012,2,752743
IA,2012,2,3758897
ID,2012,2,1818687
IL,2012,2,11279115
IN,2012,2,8482838
KS,2012,2,2949618
KY,2012,2,7465639
LA,2012,2,6315423
MA,2012,2,4412652
MD,2012,2,5061549
ME,2012,2,916235
MI,2012,2,8265023
MN,2012,2,5536450
MO,2012,2,6529984
MS,2012,2,3681090
MT,2012,2,1250259
NC,2012,2,9996911
ND,2012,2,1319985
NE,2012,2,2456593
NH,2012,2,912727
NJ,2012,2,5743782
NM,2012,2,1772162
NV,2012,2,2356056
NY,2012,2,11322082
OH,2012,2,12556455
OK,2012,2,4297150
OR,2012,2,4014413
PA,2012,2,12268153
RI,2012,2,602698
SC,2012,2,5934699
SD,2012,2,1021188
TN,2012,2,7864454
TX,2012,2,25728887
UT,2012,2,2312926
VA,2012,2,8734210
VT,2012,2,463299
WA,2012,2,8636742
WI,2012,2,5490297
WV,2012,2,2744781
WY,2012,2,1464967
AK,2012,3,556741
AL,2012,3,6561122
AR,2012,3,3494367
AZ,2012,3,5055794
CA,2012,3,20177826
CO,2012,3,4137080
CT,2012,3,2355589
DC,2012,3,834380
DE,2012,3,885713
FL,2012,3,16484385
GA,2012,3,9819561
HI,2012,3,790640
IA,2012,3,3638344
ID,2012,3,1760303
IL,2012,3,10960108
IN,2012,3,8311102
KS,2012,3,2917175
KY,2012,3,7297659
LA,2012,3,6283653
MA,2012,3,4388854
MD,2012,3,4708475
ME,2012,3,927045
MI,2012,3,8237896
MN,2012,3,5508272
MO,2012,3,6144436
MS,2012,3,3659918
MT,2012,3,1153292
NC,2012,3,9593060
ND,2012,3,1231707
NE,2012,3,2342321
NH,2012,3,875185
NJ,2012,3,5608899
NM,2012,3,1769492
NV,2012,3,2524493
NY,2012,3,11053953
OH,2012,3,11966970
OK,2012,3,4232523
OR,2012,3,4159660
PA,2012,3,11856713
RI,2012,3,601535
SC,2012,3,5867756
SD,2012,3,979110
TN,2012,3,7325971
TX,2012,3,26164763
UT,2012,3,2224877
VA,2012,3,8085726
VT,2012,3,444823
WA,2012,3,8373220
WI,2012,3,5518598
WV,2012,3,2429277
WY,2012,3,1450840
AK,2012,4,515787
AL,2012,4,6442711
AR,2012,4,3355272
AZ,2012,4,5351033
CA,2012,4,18947640
CO,2012,4,3963762
CT,2012,4,2128348
DC,2012,4,815946
DE,2012,4,816529
FL,2012,4,16692970
GA,2012,4,9559928
HI,2012,4,767933
IA,2012,4,3330865
ID,2012,4,1666584
IL,2012,4,10101287
IN,2012,4,7669655
KS,2012,4,2874606
KY,2012,4,6863107
LA,2012,4,6365646
MA,2012,4,4115849
MD,2012,4,4368933
ME,2012,4,854250
MI,2012,4,7724563
MN,2012,4,5063356
MO,2012,4,5710630
MS,2012,4,3550600
MT,2012,4,1098109
NC,2012,4,9020484
ND,2012,4,1083694
NE,2012,4,2160163
NH,2012,4,825553
NJ,2012,4,5357526
NM,2012,4,1735957
NV,2012,4,2457703
NY,2012,4,10469399
OH,2012,4,11418590
OK,2012,4,4181703
OR,2012,4,3661494
PA,2012,4,10599387
RI,2012,4,565661
SC,2012,4,5726637
SD,2012,4,890409
TN,2012,4,7032432
TX,2012,4,26338924
UT,2012,4,2186109
VA,2012,4,7608890
VT,2012,4,409204
WA,2012,4,7565294
WI,2012,4,5098599
WV,2012,4,2288768
WY,2012,4,1361124
AK,2012,5,480610
AL,2012,5,7254373
AR,2012,5,3592711
AZ,2012,5,6451044
CA,2012,5,20601201
CO,2012,5,4214936
CT,2012,5,2183970
DC,2012,5,957079
DE,2012,5,884008
FL,2012,5,18822030
GA,2012,5,10970500
HI,2012,5,806598
IA,2012,5,3631604
ID,2012,5,1935327
IL,2012,5,11131980
IN,2012,5,8752015
KS,2012,5,3316475
KY,2012,5,7394482
LA,2012,5,6774957
MA,2012,5,4139922
MD,2012,5,4757394
ME,2012,5,879371
MI,2012,5,8567663
MN,2012,5,5308497
MO,2012,5,6592391
MS,2012,5,3846066
MT,2012,5,1018796
NC,2012,5,10409353
ND,2012,5,1068025
NE,2012,5,2412416
NH,2012,5,786561
NJ,2012,5,5975849
NM,2012,5,1849215
NV,2012,5,3039049
NY,2012,5,10702536
OH,2012,5,12391847
OK,2012,5,5029445
OR,2012,5,3626826
PA,2012,5,11286123
RI,2012,5,592351
SC,2012,5,6437040
SD,2012,5,860577
TN,2012,5,7454467
TX,2012,5,30054728
UT,2012,5,2368848
VA,2012,5,8582931
VT,2012,5,434478
WA,2012,5,7177447
WI,2012,5,5445362
WV,2012,5,2400030
WY,2012,5,1316664
AK,2012,6,466937
AL,2012,6,7728744
AR,2012,6,4201911
AZ,2012,6,7580209
CA,2012,6,22015226
CO,2012,6,4783529
CT,2012,6,2397054
DC,2012,6,999646
DE,2012,6,996096
FL,2012,6,20403854
GA,2012,6,11840230
HI,2012,6,787838
IA,2012,6,3990363
ID,2012,6,2203558
IL,2012,6,12880287
IN,2012,6,9195536
KS,2012,6,3848111
KY,2012,6,7265412
LA,2012,6,7982952
MA,2012,6,4582843
MD,2012,6,5418546
ME,2012,6,1073319
MI,2012,6,9391476
MN,2012,6,5787064
MO,2012,6,7501053
MS,2012,6,4349750
MT,2012,6,1067719
NC,2012,6,11252214
ND,2012,6,1075466
NE,2012,6,2813271
NH,2012,6,852432
NJ,2012,6,6670682
NM,2012,6,2125121
NV,2012,6,3420590
NY,2012,6,12046524
OH,2012,6,13264303
OK,2012,6,5523901
OR,2012,6,3568877
PA,2012,6,11708783
RI,2012,6,660371
SC,2012,6,6844709
SD,2012,6,935623
TN,2012,6,8395017
TX,2012,6,34088196
UT,2012,6,2580975
VA,2012,6,9241797
VT,2012,6,442803
WA,2012,6,7027994
WI,2012,6,6050135
WV,2012,6,2407180
WY,2012,6,1423646
AK,2012,7,491531
AL,2012,7,8667809
AR,2012,7,4834799
AZ,2012,7,8081988
CA,2012,7,23334005
CO,2012,7,5342827
CT,2012,7,2968009
DC,2012,7,1215845
DE,2012,7,1283959
FL,2012,7,22261959
GA,2012,7,13643853
HI,2012,7,821782
IA,2012,7,4659492
ID,2012,7,2539825
IL,2012,7,15636182
IN,2012,7,10644457
KS,2012,7,4557096
KY,2012,7,8247890
LA,2012,7,8405442
MA,2012,7,5393623
MD,2012,7,6517657
ME,2012,7,1032684
MI,2012,7,11002234
MN,2012,7,6793567
MO,2012,7,9175711
MS,2012,7,4837381
MT,2012,7,1194955
NC,2012,7,13086893
ND,2012,7,1253929
NE,2012,7,3437436
NH,2012,7,1006596
NJ,2012,7,8374523
NM,2012,7,2236328
NV,2012,7,3879461
NY,2012,7,14225043
OH,2012,7,15289627
OK,2012,7,6627700
OR,2012,7,3911412
PA,2012,7,13761069
RI,2012,7,795057
SC,2012,7,8042062
SD,2012,7,1113143
TN,2012,7,9877219
TX,2012,7,37508391
UT,2012,7,2962290
VA,2012,7,10999898
VT,2012,7,494576
WA,2012,7,7342873
WI,2012,7,7089871
WV,2012,7,2697591
WY,2012,7,1363152
AK,2012,8,499532
AL,2012,8,8390143
AR,2012,8,4985920
AZ,2012,8,8557971
CA,2012,8,26232375
CO,2012,8,5195882
CT,2012,8,3037225
DC,2012,8,1129953
DE,2012,8,1210590
FL,2012,8,22575319
GA,2012,8,13150203
HI,2012,8,854107
IA,2012,8,4166990
ID,2012,8,2467553
IL,2012,8,14063905
IN,2012,8,9766472
KS,2012,8,4079544
KY,2012,8,7955907
LA,2012,8,8433323
MA,2012,8,5534937
MD,2012,8,6089269
ME,2012,8,1058836
MI,2012,8,9670490
MN,2012,8,6167494
MO,2012,8,8159175
MS,2012,8,4862503
MT,2012,8,1272303
NC,2012,8,12651093
ND,2012,8,1207874
NE,2012,8,3108886
NH,2012,8,1071387
NJ,2012,8,8149664
NM,2012,8,2291239
NV,2012,8,3938739
NY,2012,8,14347911
OH,2012,8,14529453
OK,2012,8,6160089
OR,2012,8,4048787
PA,2012,8,13402442
RI,2012,8,810717
SC,2012,8,7662808
SD,2012,8,1081225
TN,2012,8,9791474
TX,2012,8,39226454
UT,2012,8,2976600
VA,2012,8,10395235
VT,2012,8,501472
WA,2012,8,7436369
WI,2012,8,6273177
WV,2012,8,2733381
WY,2012,8,1420324
AK,2012,9,487930
AL,2012,9,7500592
AR,2012,9,4330118
AZ,2012,9,7180491
CA,2012,9,24117856
CO,2012,9,4634892
CT,2012,9,2591456
DC,2012,9,925440
DE,2012,9,863422
FL,2012,9,20777403
GA,2012,9,11517321
HI,2012,9,797481
IA,2012,9,3624460
ID,2012,9,1910543
IL,2012,9,11948402
IN,2012,9,8264052
KS,2012,9,3400998
KY,2012,9,7165574
LA,2012,9,7741647
MA,2012,9,4730625
MD,2012,9,5045543
ME,2012,9,892959
MI,2012,9,8195175
MN,2012,9,5363078
MO,2012,9,6590473
MS,2012,9,4453626
MT,2012,9,1080186
NC,2012,9,10858733
ND,2012,9,1119216
NE,2012,9,2440540
NH,2012,9,972745
NJ,2012,9,6195315
NM,2012,9,2015593
NV,2012,9,3276536
NY,2012,9,13541788
OH,2012,9,11693555
OK,2012,9,5214441
OR,2012,9,3533017
PA,2012,9,12161383
RI,2012,9,608856
SC,2012,9,6656792
SD,2012,9,957096
TN,2012,9,8633087
TX,2012,9,34606094
UT,2012,9,2479999
VA,2012,9,8696014
VT,2012,9,438549
WA,2012,9,6842807
WI,2012,9,5419629
WV,2012,9,2285516
WY,2012,9,1310665
AK,2012,10,510984
AL,2012,10,6565282
AR,2012,10,3633826
AZ,2012,10,5933364
CA,2012,10,23816739
