State,Year,Month,Megawatthours
AK,2008,12,581559
AL,2008,12,6811749
AR,2008,12,3585766
AZ,2008,12,5437530
CA,2008,12,22447753
CO,2008,12,4394613
CT,2008,12,2675478
DC,2008,12,966134
DE,2008,12,986974
FL,2008,12,16913114
GA,2008,12,10553441
HI,2008,12,835405
IA,2008,12,3993491
ID,2008,12,2016147
IL,2008,12,12665202
IN,2008,12,9124826
KS,2008,12,3315878
KY,2008,12,8321532
LA,2008,12,6030690
MA,2008,12,4613134
MD,2008,12,5543194
ME,2008,12,1008808
MI,2008,12,8995326
MN,2008,12,6000132
MO,2008,12,7580241
MS,2008,12,3647450
MT,2008,12,1382781
NC,2008,12,10448974
ND,2008,12,1273863
NE,2008,12,2644164
NH,2008,12,877240
NJ,2008,12,6552570
NM,2008,12,1801431
NV,2008,12,2595937
NY,2008,12,12176916
OH,2008,12,13695997
OK,2008,12,4791773
OR,2008,12,4703865
PA,2008,12,13142656
RI,2008,12,632246
SC,2008,12,6267925
SD,2008,12,1016913
TN,2008,12,8574767
TX,2008,12,26028781
UT,2008,12,2356008
VA,2008,12,9646345
VT,2008,12,508880
WA,2008,12,8076897
WI,2008,12,5949798
WV,2008,12,3126924
WY,2008,12,1596910
AK,2009,1,622891
AL,2009,1,7153593
AR,2009,1,3772847
AZ,2009,1,5461173
CA,2009,1,20947601
CO,2009,1,4324205
CT,2009,1,2838961
DC,2009,1,1032774
DE,2009,1,1073343
FL,2009,1,17648170
GA,2009,1,11397529
HI,2009,1,812724
IA,2009,1,4166856
ID,2009,1,2056830
IL,2009,1,12969989
IN,2009,1,9430041
KS,2009,1,3292993
KY,2009,1,8482896
LA,2009,1,6288022
MA,2009,1,5127958
MD,2009,1,6138470
ME,2009,1,1047996
MI,2009,1,8740146
MN,2009,1,6088662
MO,2009,1,7824579
MS,2009,1,3799563
MT,2009,1,1475246
NC,2009,1,11608726
ND,2009,1,1318893
NE,2009,1,2631515
NH,2009,1,996899
NJ,2009,1,6727740
NM,2009,1,1810101
NV,2009,1,2554169
NY,2009,1,12841911
OH,2009,1,14451569
OK,2009,1,4573500
OR,2009,1,4502810
PA,2009,1,14274205
RI,2009,1,709014
SC,2009,1,6650601
SD,2009,1,1102021
TN,2009,1,8739380
TX,2009,1,28331887
UT,2009,1,2418546
VA,2009,1,10648141
VT,2009,1,536457
WA,2009,1,9167183
WI,2009,1,6139514
WV,2009,1,3396615
WY,2009,1,1476510
AK,2009,2,556030
AL,2009,2,6538095
AR,2009,2,3483293
AZ,2009,2,4823855
CA,2009,2,19092352
CO,2009,2,3929045
CT,2009,2,2666295
DC,2009,2,850936
DE,2009,2,1001124
FL,2009,2,16732761
GA,2009,2,10168298
HI,2009,2,725612
IA,2009,2,3635910
ID,2009,2,1791811
IL,2009,2,10830382
IN,2009,2,8398794
KS,2009,2,2845170
KY,2009,2,7487036
LA,2009,2,5923267
MA,2009,2,4634777
MD,2009,2,5198294
ME,2009,2,901223
MI,2009,2,8217156
MN,2009,2,5474646
MO,2009,2,6454372
MS,2009,2,3572468
MT,2009,2,1274042
NC,2009,2,10493448
ND,2009,2,1187955
NE,2009,2,2357003
NH,2009,2,987397
NJ,2009,2,5987565
NM,2009,2,1594215
NV,2009,2,2293984
NY,2009,2,11718315
OH,2009,2,12243748
OK,2009,2,3836211
OR,2009,2,4092404
PA,2009,2,12255316
RI,2009,2,573219
SC,2009,2,6086120
SD,2009,2,1006796
TN,2009,2,8541605
TX,2009,2,24237577
UT,2009,2,2120652
VA,2009,2,8926726
VT,2009,2,465138
WA,2009,2,8483717
WI,2009,2,5402909
WV,2009,2,2716842
WY,2009,2,1435556
AK,2009,3,532860
AL,2009,3,6140102
AR,2009,3,3271884
AZ,2009,3,5004797
CA,2009,3,19875740
CO,2009,3,4015465
CT,2009,3,2501661
DC,2009,3,893504
DE,2009,3,935661
FL,2009,3,15560792
GA,2009,3,9794329
HI,2009,3,796500
IA,2009,3,3648049
ID,2009,3,1808932
IL,2009,3,11137038
IN,2009,3,7949798
KS,2009,3,2849198
KY,2009,3,7460220
LA,2009,3,5514067
MA,2009,3,4503127
MD,2009,3,5180467
ME,2009,3,924777
MI,2009,3,8096999
MN,2009,3,5481453
MO,2009,3,6277973
MS,2009,3,3400889
MT,2009,3,1235711
NC,2009,3,10158097
ND,2009,3,1173844
NE,2009,3,2284260
NH,2009,3,856862
NJ,2009,3,6196125
NM,2009,3,1623108
NV,2009,3,2444542
NY,2009,3,11315913
OH,2009,3,12268160
OK,2009,3,4158644
OR,2009,3,4213548
PA,2009,3,12369466
RI,2009,3,665867
SC,2009,3,5899414
SD,2009,3,951354
TN,2009,3,7648145
TX,2009,3,25380423
UT,2009,3,2171113
VA,2009,3,8926177
VT,2009,3,466561
WA,2009,3,8235676
WI,2009,3,5629543
WV,2009,3,2596536
WY,2009,3,1382459
AK,2009,4,509119
AL,2009,4,5785373
AR,2009,4,3008210
AZ,2009,4,4881014
CA,2009,4,19983832
CO,2009,4,3919318
CT,2009,4,2276015
DC,2009,4,840936
DE,2009,4,838137
FL,2009,4,15993491
GA,2009,4,9099365
HI,2009,4,784526
IA,2009,4,3333170
ID,2009,4,1624025
IL,2009,4,10155015
IN,2009,4,7309588
KS,2009,4,2810003
KY,2009,4,7064228
LA,2009,4,5483500
MA,2009,4,4161333
MD,2009,4,4594479
ME,2009,4,857647
MI,2009,4,7445186
MN,2009,4,4917638
MO,2009,4,5797349
MS,2009,4,3144496
MT,2009,4,1164288
NC,2009,4,9090932
ND,2009,4,1004343
NE,2009,4,2046769
NH,2009,4,859666
NJ,2009,4,5336073
NM,2009,4,1613610
NV,2009,4,2400486
NY,2009,4,10642061
OH,2009,4,10906472
OK,2009,4,3826245
OR,2009,4,3691684
PA,2009,4,11111218
RI,2009,4,558402
SC,2009,4,5301419
SD,2009,4,876235
TN,2009,4,6891810
TX,2009,4,25230186
UT,2009,4,1978077
VA,2009,4,7752914
VT,2009,4,416254
WA,2009,4,7464557
WI,2009,4,5065961
WV,2009,4,2246460
WY,2009,4,1370532
AK,2009,5,481769
AL,2009,5,6516992
AR,2009,5,3090736
AZ,2009,5,6353227
CA,2009,5,19871827
CO,2009,5,4046959
CT,2009,5,2204349
DC,2009,5,922421
DE,2009,5,803114
FL,2009,5,17872434
GA,2009,5,10119636
HI,2009,5,846814
IA,2009,5,3232509
ID,2009,5,1842004
IL,2009,5,10286783
IN,2009,5,7527775
KS,2009,5,2977186
KY,2009,5,6704186
LA,2009,5,6098552
MA,2009,5,4163286
MD,2009,5,4659810
ME,2009,5,877376
MI,2009,5,7351772
MN,2009,5,4786633
MO,2009,5,5861119
MS,2009,5,3489010
MT,2009,5,1065976
NC,2009,5,9471381
ND,2009,5,906432
NE,2009,5,2095886
NH,2009,5,809542
NJ,2009,5,5887709
NM,2009,5,1780656
NV,2009,5,3086359
NY,2009,5,10583232
OH,2009,5,11002096
OK,2009,5,4185026
OR,2009,5,3599165
PA,2009,5,10896793
RI,2009,5,663170
SC,2009,5,5893587
SD,2009,5,808573
TN,2009,5,6937295
TX,2009,5,26511720
UT,2009,5,2124676
VA,2009,5,8018597
VT,2009,5,416810
WA,2009,5,6854008
WI,2009,5,5156375
WV,2009,5,2189254
WY,2009,5,1343384
AK,2009,6,470710
AL,2009,6,7281392
AR,2009,6,3682347
AZ,2009,6,6608254
CA,2009,6,22028050
CO,2009,6,4072895
CT,2009,6,2287897
DC,2009,6,1028758
DE,2009,6,885936
FL,2009,6,20348502
GA,2009,6,11895035
HI,2009,6,873316
IA,2009,6,3686685
ID,2009,6,1783259
IL,2009,6,11937603
IN,2009,6,8232342
KS,2009,6,3667058
KY,2009,6,6893115
LA,2009,6,6982794
MA,2009,6,4120300
MD,2009,6,5176902
ME,2009,6,857790
MI,2009,6,8117814
MN,2009,6,4952828
MO,2009,6,7062824
MS,2009,6,4032935
MT,2009,6,1100273
NC,2009,6,11256750
ND,2009,6,891474
NE,2009,6,2308926
NH,2009,6,795527
NJ,2009,6,6420168
NM,2009,6,1860031
NV,2009,6,3045279
NY,2009,6,11054676
OH,2009,6,12193927
OK,2009,6,5360641
OR,2009,6,3540085
PA,2009,6,11306362
RI,2009,6,581705
SC,2009,6,6975540
SD,2009,6,828960
TN,2009,6,7790440
TX,2009,6,31525789
UT,2009,6,2133618
VA,2009,6,9399511
VT,2009,6,430599
WA,2009,6,6731543
WI,2009,6,5437175
WV,2009,6,2278080
WY,2009,6,1306051
AK,2009,7,483181
AL,2009,7,8437903
AR,2009,7,4442942
AZ,2009,7,8303803
CA,2009,7,24414205
CO,2009,7,4746909
CT,2009,7,2623191
DC,2009,7,1097025
DE,2009,7,1025508
FL,2009,7,22495789
GA,2009,7,13490925
HI,2009,7,885245
IA,2009,7,3726358
ID,2009,7,2265790
IL,2009,7,12148489
IN,2009,7,8408562
KS,2009,7,3812451
KY,2009,7,7131093
LA,2009,7,8057532
MA,2009,7,4583591
MD,2009,7,5774996
ME,2009,7,970200
MI,2009,7,8348217
MN,2009,7,5376827
MO,2009,7,7420823
MS,2009,7,4820808
MT,2009,7,1161474
NC,2009,7,12466885
ND,2009,7,945893
NE,2009,7,2648657
NH,2009,7,884361
NJ,2009,7,7026712
NM,2009,7,2097898
NV,2009,7,3922144
NY,2009,7,12570164
OH,2009,7,12333528
OK,2009,7,5732431
OR,2009,7,4136842
PA,2009,7,12260295
RI,2009,7,679530
SC,2009,7,7587127
SD,2009,7,904277
TN,2009,7,8950358
TX,2009,7,36817135
UT,2009,7,2809233
VA,2009,7,9890124
VT,2009,7,466321
WA,2009,7,6889047
WI,2009,7,5748467
WV,2009,7,2355388
WY,2009,7,1301419
AK,2009,8,491709
AL,2009,8,8065032
AR,2009,8,4333132
AZ,2009,8,8337618
CA,2009,8,24681491
CO,2009,8,4870453
CT,2009,8,2784290
DC,2009,8,1165963
DE,2009,8,1078841
FL,2009,8,21903731
GA,2009,8,13138686
HI,2009,8,922874
IA,2009,8,3887928
ID,2009,8,2186716
IL,2009,8,12624443
IN,2009,8,9157465
KS,2009,8,3808676
KY,2009,8,7405454
LA,2009,8,7853928
MA,2009,8,5339980
MD,2009,8,6177908
ME,2009,8,1028628
MI,2009,8,8944946
MN,2009,8,5540188
MO,2009,8,7479417
MS,2009,8,4605232
MT,2009,8,1191325
NC,2009,8,12644681
ND,2009,8,956856
NE,2009,8,2641607
NH,2009,8,1014218
NJ,2009,8,8324827
NM,2009,8,2098136
NV,2009,8,3692910
NY,2009,8,13468857
OH,2009,8,13424635
OK,2009,8,5680975
OR,2009,8,3819609
PA,2009,8,13201845
RI,2009,8,805285
SC,2009,8,7625559
SD,2009,8,924051
TN,2009,8,8862153
TX,2009,8,36275885
UT,2009,8,2624162
VA,2009,8,10549639
VT,2009,8,489626
WA,2009,8,6952209
WI,2009,8,5899623
WV,2009,8,2597224
WY,2009,8,1264570
AK,2009,9,481449
AL,2009,9,7422653
AR,2009,9,3896955
AZ,2009,9,7426753
CA,2009,9,24862939
CO,2009,9,4415205
CT,2009,9,2537634
DC,2009,9,910772
DE,2009,9,1048184
FL,2009,9,21486125
GA,2009,9,11485082
HI,2009,9,881266
IA,2009,9,3410205
ID,2009,9,1845558
IL,2009,9,11299954
IN,2009,9,8206711
KS,2009,9,3198443
KY,2009,9,7397543
LA,2009,9,7494454
MA,2009,9,4439506
MD,2009,9,4896730
ME,2009,9,925677
MI,2009,9,8130288
MN,2009,9,5196429
MO,2009,9,6417900
MS,2009,9,4256982
MT,2009,9,1110064
NC,2009,9,10979726
ND,2009,9,921869
NE,2009,9,2297861
NH,2009,9,938153
NJ,2009,9,6346134
NM,2009,9,1874242
NV,2009,9,3245704
NY,2009,9,12326228
OH,2009,9,11572491
OK,2009,9,4500886
OR,2009,9,3645760
PA,2009,9,11296053
RI,2009,9,540157
SC,2009,9,6627427
SD,2009,9,852883
TN,2009,9,8505408
TX,2009,9,32093920
UT,2009,9,2484673
VA,2009,9,8460140
VT,2009,9,436853
WA,2009,9,6689841
WI,2009,9,5313785
WV,2009,9,2273256
WY,2009,9,1258395
AK,2009,10,507573
AL,2009,10,6396993
AR,2009,10,3406579
AZ,2009,10,5836241
CA,2009,10,22723895
CO,2009,10,4177526
CT,2009,10,2281636
DC,2009,10,866139
DE,2009,10,857757
FL,2009,10,19867933
GA,2009,10,10120549
HI,2009,10,912733
IA,2009,10,3340902
ID,2009,10,1660607
IL,2009,10,10632372
IN,2009,10,7908440
KS,2009,10,2874538
KY,2009,10,7555549
LA,2009,10,6870217
MA,2009,10,4379698
MD,2009,10,4598464
ME,2009,10,991327
MI,2009,10,8086396
MN,2009,10,5191459
MO,2009,10,5980704
MS,2009,10,3866285
MT,2009,10,1136299
NC,2009,10,9581003
ND,2009,10,1007430
NE,2009,10,2173114
NH,2009,10,841401
NJ,2009,10,5706246
NM,2009,10,1740169
NV,2009,10,2562090
NY,2009,10,10938845
OH,2009,10,11632246
OK,2009,10,4017311
OR,2009,10,3683604
PA,2009,10,11104815
RI,2009,10,601484
SC,2009,10,5841641
SD,2009,10,840673
TN,2009,10,7330339
TX,2009,10,27872072
UT,2009,10,2144331
VA,2009,10,8078592
VT,2009,10,442809
WA,2009,10,6806773
WI,2009,10,5365714
WV,2009,10,2358443
WY,2009,10,1416356
AK,2009,11,538874
AL,2009,11,6141673
AR,2009,11,3162996
AZ,2009,11,5054801
CA,2009,11,19159063
CO,2009,11,4047908
CT,2009,11,2171228
DC,2009,11,838158
DE,2009,11,810868
FL,2009,11,17536981
GA,2009,11,9226154
HI,2009,11,846802
IA,2009,11,3516255
ID,2009,11,1779506
IL,2009,11,10421967
IN,2009,11,7780584
KS,2009,11,2799127
KY,2009,11,7004762
LA,2009,11,5903607
MA,2009,11,4234326
MD,2009,11,4544171
ME,2009,11,896461
MI,2009,11,7871520
MN,2009,11,5128571
MO,2009,11,5866921
MS,2009,11,3359091
MT,2009,11,1121707
NC,2009,11,9006886
ND,2009,11,1047839
NE,2009,11,2235327
NH,2009,11,823376
NJ,2009,11,5428592
NM,2009,11,1697469
NV,2009,11,2385992
NY,2009,11,10670570
OH,2009,11,11029327
OK,2009,11,3851500
OR,2009,11,3837820
PA,2009,11,10967830
RI,2009,11,570778
SC,2009,11,5486473
SD,2009,11,867546
TN,2009,11,6865442
TX,2009,11,23222924
UT,2009,11,2052307
VA,2009,11,7782066
VT,2009,11,420291
WA,2009,11,7110107
WI,2009,11,5187435
WV,2009,11,2361900
WY,2009,11,1483977
AK,2009,12,594006
AL,2009,12,6964800
AR,2009,12,3621183
AZ,2009,12,5341392
CA,2009,12,21942679
CO,2009,12,4470019
CT,2009,12,2542608
DC,2009,12,986990
DE,2009,12,899305
FL,2009,12,17303614
GA,2009,12,10829918
HI,2009,12,837773
IA,2009,12,4056369
ID,2009,12,2108741
IL,2009,12,12244431
IN,2009,12,9001715
KS,2009,12,3308499
KY,2009,12,8310675
LA,2009,12,6199643
MA,2009,12,4671318
MD,2009,12,5648453
ME,2009,12,1003866
MI,2009,12,8770574
MN,2009,12,5869130
MO,2009,12,7453319
MS,2009,12,3701395
MT,2009,12,1317370
NC,2009,12,10899464
ND,2009,12,1285754
NE,2009,12,2731270
NH,2009,12,891091
NJ,2009,12,6391962
NM,2009,12,1857502
NV,2009,12,2649996
NY,2009,12,11903625
OH,2009,12,13241594
OK,2009,12,4821211
OR,2009,12,4803565
PA,2009,12,12703240
RI,2009,12,669018
SC,2009,12,6442571
SD,2009,12,1046750
TN,2009,12,7847470
TX,2009,12,27851900
UT,2009,12,2525313
VA,2009,12,10029835
VT,2009,12,508795
WA,2009,12,8825340
WI,2009,12,5939938
WV,2009,12,2901333
WY,2009,12,1522729
AK,2010,1,597803
AL,2010,1,8086522
AR,2010,1,4252192
AZ,2010,1,5414020
CA,2010,1,20256041
CO,2010,1,4477792
CT,2010,1,2848006
DC,2010,1,988240
DE,2010,1,1089421
FL,2010,1,20264386
GA,2010,1,12804669
HI,2010,1,834491
IA,2010,1,4100049
ID,2010,1,1999865
IL,2010,1,13040239
IN,2010,1,9649413
KS,2010,1,3610636
KY,2010,1,8775745
LA,2010,1,7228383
MA,2010,1,4923503
MD,2010,1,6128757
ME,2010,1,1017191
MI,2010,1,8832476
MN,2010,1,6069563
MO,2010,1,8107616
MS,2010,1,4387989
MT,2010,1,1365824
NC,2010,1,12834196
ND,2010,1,1311337
NE,2010,1,2747283
NH,2010,1,1005395
NJ,2010,1,6725035
NM,2010,1,1864059
NV,2010,1,2567124
NY,2010,1,12479249
OH,2010,1,13917068
OK,2010,1,4920158
OR,2010,1,4129831
PA,2010,1,13772564
RI,2010,1,641628
SC,2010,1,7453389
SD,2010,1,1135212
TN,2010,1,9687678
TX,2010,1,30235389
UT,2010,1,2370752
VA,2010,1,10723672
VT,2010,1,520552
WA,2010,1,8854879
WI,2010,1,6091810
WV,2010,1,3161342
WY,2010,1,1578332
AK,2010,2,534177
AL,2010,2,7427490
AR,2010,2,3944855
AZ,2010,2,4803033
CA,2010,2,19038040
CO,2010,2,4050375
CT,2010,2,2466530
DC,2010,2,902386
DE,2010,2,969737
FL,2010,2,17291428
GA,2010,2,11149498
HI,2010,2,730950
IA,2010,2,3683887
ID,2010,2,1745053
IL,2010,2,11758332
IN,2010,2,8746937
KS,2010,2,2991842
KY,2010,2,8390868
LA,2010,2,6608239
MA,2010,2,4782704
MD,2010,2,5489973
ME,2010,2,898508
MI,2010,2,8025787
MN,2010,2,5318275
MO,2010,2,7272615
MS,2010,2,3933869
MT,2010,2,1189119
NC,2010,2,11330713
ND,2010,2,1188331
NE,2010,2,2446521
NH,2010,2,917826
NJ,2010,2,5954081
NM,2010,2,1679919
NV,2010,2,2239690
NY,2010,2,11573522
OH,2010,2,12580244
OK,2010,2,4344399
OR,2010,2,3799942
PA,2010,2,12495939
RI,2010,2,604398
SC,2010,2,6651903
SD,2010,2,1015559
TN,2010,2,8982003
TX,2010,2,26517691
UT,2010,2,2184937
VA,2010,2,9686062
VT,2010,2,458233
WA,2010,2,7965966
WI,2010,2,5345092
WV,2010,2,2931208
WY,2010,2,1421043
AK,2010,3,548428
AL,2010,3,6923107
AR,2010,3,3643327
AZ,2010,3,5013318
CA,2010,3,20861122
CO,2010,3,4224415
CT,2010,3,2442711
DC,2010,3,857927
DE,2010,3,964060
FL,2010,3,16645139
GA,2010,3,10597062
HI,2010,3,812456
IA,2010,3,3593145
ID,2010,3,1739050
IL,2010,3,10816710
IN,2010,3,8465645
KS,2010,3,2978921
KY,2010,3,7905498
LA,2010,3,6246340
MA,2010,3,4563821
MD,2010,3,5056547
ME,2010,3,941914
MI,2010,3,8184398
MN,2010,3,5520253
MO,2010,3,6683765
MS,2010,3,3807936
MT,2010,3,1130371
NC,2010,3,10769897
ND,2010,3,1123068
NE,2010,3,2420489
NH,2010,3,853953
NJ,2010,3,5973784
NM,2010,3,1723163
NV,2010,3,2381480
NY,2010,3,11228223
OH,2010,3,12529707
OK,2010,3,4262454
OR,2010,3,3966472
PA,2010,3,12284653
RI,2010,3,595922
SC,2010,3,6383304
SD,2010,3,974982
TN,2010,3,8393883
TX,2010,3,26681477
UT,2010,3,2168371
VA,2010,3,8568472
VT,2010,3,459820
WA,2010,3,7928824
WI,2010,3,5518601
WV,2010,3,2721713
WY,2010,3,1431252
AK,2010,4,501568
AL,2010,4,6239468
AR,2010,4,3297289
AZ,2010,4,4960902
CA,2010,4,20255544
CO,2010,4,3991430
CT,2010,4,2240761
DC,2010,4,828632
DE,2010,4,824124
FL,2010,4,15364190
GA,2010,4,9473469
HI,2010,4,800370
IA,2010,4,3426368
ID,2010,4,1684445
IL,2010,4,10221082
IN,2010,4,7536290
KS,2010,4,2742572
KY,2010,4,7079638
LA,2010,4,5814212
MA,2010,4,4073514
MD,2010,4,4458335
ME,2010,4,856563
MI,2010,4,7541365
MN,2010,4,5006969
MO,2010,4,5827344
MS,2010,4,3418116
MT,2010,4,1081996
NC,2010,4,9195341
ND,2010,4,983168
NE,2010,4,2273064
NH,2010,4,835288
NJ,2010,4,5520467
NM,2010,4,1694632
NV,2010,4,2289682
NY,2010,4,10298108
OH,2010,4,10882024
OK,2010,4,3904419
OR,2010,4,3700828
PA,2010,4,10953611
RI,2010,4,554262
SC,2010,4,5581562
SD,2010,4,876717
TN,2010,4,7284445
TX,2010,4,24541760
UT,2010,4,2012718
VA,2010,4,7466780
VT,2010,4,417963
WA,2010,4,7443739
WI,2010,4,5145566
WV,2010,4,2221822
WY,2010,4,1427608
AK,2010,5,477747
AL,2010,5,6933687
AR,2010,5,3446769
AZ,2010,5,5605463
CA,2010,5,19017650
CO,2010,5,4058935
CT,2010,5,2130521
DC,2010,5,976421
DE,2010,5,791987
FL,2010,5,17944269
GA,2010,5,10672320
HI,2010,5,849006
IA,2010,5,3539810
ID,2010,5,1746510
IL,2010,5,10869941
IN,2010,5,8252630
KS,2010,5,3038553
KY,2010,5,7312963
LA,2010,5,6365683
MA,2010,5,4386483
MD,2010,5,4884561
ME,2010,5,904246
MI,2010,5,8370852
MN,2010,5,5318920
MO,2010,5,6231450
MS,2010,5,3626255
MT,2010,5,1090515
NC,2010,5,9822673
ND,2010,5,919590
NE,2010,5,2166578
NH,2010,5,811404
NJ,2010,5,6044111
NM,2010,5,1738280
NV,2010,5,2554566
NY,2010,5,10666624
OH,2010,5,11835769
OK,2010,5,4375065
OR,2010,5,3557333
PA,2010,5,11301561
RI,2010,5,604862
SC,2010,5,6254174
SD,2010,5,822662
TN,2010,5,7105877
TX,2010,5,27222961
UT,2010,5,2109651
VA,2010,5,8428162
VT,2010,5,435682
WA,2010,5,7072381
WI,2010,5,5383730
WV,2010,5,2294023
WY,2010,5,1357400
AK,2010,6,466327
AL,2010,6,8230919
AR,2010,6,4253036
AZ,2010,6,7036534
CA,2010,6,22036601
CO,2010,6,4539747
CT,2010,6,2577600
DC,2010,6,1172022
DE,2010,6,935973
FL,2010,6,21765521
GA,2010,6,12898123
HI,2010,6,832070
IA,2010,6,3894519
ID,2010,6,1907318
IL,2010,6,12512370
IN,2010,6,9121925
KS,2010,6,3848859
KY,2010,6,7618355
LA,2010,6,7856828
MA,2010,6,4888577
MD,2010,6,5928451
ME,2010,6,879577
MI,2010,6,8907617
MN,2010,6,5608077
MO,2010,6,7779519
MS,2010,6,4439265
MT,2010,6,1050775
NC,2010,6,12210188
ND,2010,6,932410
NE,2010,6,2441335
NH,2010,6,847669
NJ,2010,6,7212763
NM,2010,6,2016473
NV,2010,6,3243383
NY,2010,6,12297255
OH,2010,6,13482365
OK,2010,6,5606497
OR,2010,6,3509903
PA,2010,6,12835148
RI,2010,6,691368
SC,2010,6,7568061
SD,2010,6,869624
TN,2010,6,8679188
TX,2010,6,33553242
UT,2010,6,2305287
VA,2010,6,10489509
VT,2010,6,447332
WA,2010,6,6923282
WI,2010,6,5792797
WV,2010,6,2552790
WY,2010,6,1398828
AK,2010,7,487395
AL,2010,7,9032345
AR,2010,7,4867714
AZ,2010,7,8481688
CA,2010,7,23616311
CO,2010,7,5108388
CT,2010,7,2957329
DC,2010,7,1210508
DE,2010,7,1214292
FL,2010,7,23137527
GA,2010,7,14430848
HI,2010,7,870777
IA,2010,7,4133424
ID,2010,7,2426493
IL,2010,7,14809333
IN,2010,7,10214457
KS,2010,7,4234490
KY,2010,7,8229996
LA,2010,7,8386247
MA,2010,7,5601904
MD,2010,7,6676731
ME,2010,7,1070370
MI,2010,7,10368366
MN,2010,7,6374935
MO,2010,7,8716903
MS,2010,7,4967908
MT,2010,7,1120002
NC,2010,7,13557722
ND,2010,7,1031407
NE,2010,7,2895027
NH,2010,7,1037932
NJ,2010,7,8782927
NM,2010,7,2165393
NV,2010,7,3981228
NY,2010,7,14686481
OH,2010,7,14746063
OK,2010,7,6013318
OR,2010,7,3941777
PA,2010,7,14178091
RI,2010,7,826788
SC,2010,7,8190608
SD,2010,7,988862
TN,2010,7,10168949
TX,2010,7,36387489
UT,2010,7,2889635
VA,2010,7,11352424
VT,2010,7,512096
WA,2010,7,7191647
WI,2010,7,6628636
WV,2010,7,2800167
WY,2010,7,1316372
AK,2010,8,502308
AL,2010,8,9154184
AR,2010,8,5101091
AZ,2010,8,8091291
CA,2010,8,24533682
CO,2010,8,5024198
CT,2010,8,3010478
DC,2010,8,1167163
DE,2010,8,1163942
FL,2010,8,23294299
GA,2010,8,14565852
HI,2010,8,889702
IA,2010,8,4412910
ID,2010,8,2257499
IL,2010,8,14971823
IN,2010,8,10236823
KS,2010,8,4373301
KY,2010,8,8263170
LA,2010,8,8505369
MA,2010,8,5294382
MD,2010,8,6350964
ME,2010,8,1055622
MI,2010,8,10311612
MN,2010,8,6573899
MO,2010,8,8841112
MS,2010,8,5058340
MT,2010,8,1177801
NC,2010,8,13608677
ND,2010,8,1079779
NE,2010,8,3039805
NH,2010,8,1035400
NJ,2010,8,8128930
NM,2010,8,2160662
NV,2010,8,3766414
NY,2010,8,14574946
OH,2010,8,14934487
OK,2010,8,6436887
OR,2010,8,3907801
PA,2010,8,13609502
RI,2010,8,726421
SC,2010,8,8250543
SD,2010,8,1022451
TN,2010,8,10505125
TX,2010,8,38732076
UT,2010,8,2700473
VA,2010,8,10700731
VT,2010,8,500643
WA,2010,8,7254923
WI,2010,8,6717006
WV,2010,8,2809365
WY,2010,8,1383451
AK,2010,9,483971
AL,2010,9,8169191
AR,2010,9,4562142
AZ,2010,9,7409504
CA,2010,9,23995943
CO,2010,9,4570759
CT,2010,9,2685624
DC,2010,9,1003115
DE,2010,9,1067664
FL,2010,9,22240188
GA,2010,9,12763722
HI,2010,9,850715
IA,2010,9,3534999
ID,2010,9,1863659
IL,2010,9,11941748
IN,2010,9,8535985
KS,2010,9,3559715
KY,2010,9,7496856
LA,2010,9,8151912
MA,2010,9,4980817
MD,2010,9,5341101
ME,2010,9,973243
MI,2010,9,7960881
MN,2010,9,5330955
MO,2010,9,6952311
MS,2010,9,4753066
MT,2010,9,1088454
NC,2010,9,12061199
ND,2010,9,948942
NE,2010,9,2385861
NH,2010,9,970209
NJ,2010,9,6966630
NM,2010,9,1992181
NV,2010,9,3115386
NY,2010,9,12791492
OH,2010,9,12177735
OK,2010,9,5071249
OR,2010,9,3569434
PA,2010,9,12202753
RI,2010,9,679971
SC,2010,9,7282640
SD,2010,9,896767
TN,2010,9,9519143
TX,2010,9,34655355
UT,2010,9,2395277
VA,2010,9,9400680
VT,2010,9,449606
WA,2010,9,6808357
WI,2010,9,5399458
WV,2010,9,2399058
WY,2010,9,1334714
AK,2010,10,505745
AL,2010,10,6633443
AR,2010,10,3734970
AZ,2010,10,5797042
CA,2010,10,22506210
CO,2010,10,4267307
CT,2010,10,2236197
DC,2010,10,881639
DE,2010,10,853308
FL,2010,10,18640744
GA,2010,10,10218600
HI,2010,10,877764
IA,2010,10,3480055
ID,2010,10,1648965
IL,2010,10,10746745
IN,2010,10,7914460
KS,2010,10,2941602
KY,2010,10,6885849
LA,2010,10,7149785
MA,2010,10,4432234
MD,2010,10,4541200
ME,2010,10,977453
MI,2010,10,8008227
MN,2010,10,5222116
MO,2010,10,6002566
MS,2010,10,3944860
MT,2010,10,1038113
NC,2010,10,9760081
ND,2010,10,979197
NE,2010,10,2157974
NH,2010,10,856843
NJ,2010,10,5810208
NM,2010,10,1834420
NV,2010,10,2675121
NY,2010,10,11244352
OH,2010,10,11515983
OK,2010,10,4168873
OR,2010,10,3607740
PA,2010,10,10972806
RI,2010,10,596829
SC,2010,10,5986216
SD,2010,10,816360
TN,2010,10,7641066
TX,2010,10,28534649
UT,2010,10,2249309
VA,2010,10,7875189
VT,2010,10,440947
WA,2010,10,6859041
WI,2010,10,5352037
WV,2010,10,2398664
WY,2010,10,1418692
AK,2010,11,535676
AL,2010,11,6217238
AR,2010,11,3326127
