Y_1_M_1_F_1,Y_1_M_1_F_2,Y_1_M_1_F_3,Y_1_M_1_F_4,Y_1_M_2_F_1,Y_1_M_2_F_2,Y_1_M_2_F_3,Y_1_M_2_F_4,Y_1_M_3_F_1,Y_1_M_3_F_2,Y_1_M_3_F_3,Y_1_M_3_F_4,Y_1_M_4_F_1,Y_1_M_4_F_2,Y_1_M_4_F_3,Y_1_M_4_F_4,Y_1_M_5_F_1,Y_1_M_5_F_2,Y_1_M_5_F_3,Y_1_M_5_F_4,Y_1_M_6_F_1,Y_1_M_6_F_2,Y_1_M_6_F_3,Y_1_M_6_F_4,Y_1_M_7_F_1,Y_1_M_7_F_2,Y_1_M_7_F_3,Y_1_M_7_F_4,Y_1_M_8_F_1,Y_1_M_8_F_2,Y_1_M_8_F_3,Y_1_M_8_F_4,Y_1_M_9_F_1,Y_1_M_9_F_2,Y_1_M_9_F_3,Y_1_M_9_F_4,Y_1_M_10_F_1,Y_1_M_10_F_2,Y_1_M_10_F_3,Y_1_M_10_F_4,Y_1_M_11_F_1,Y_1_M_11_F_2,Y_1_M_11_F_3,Y_1_M_11_F_4,Target
0.004788802731020001,0.558448459086,0.00195363360042,0.25338796092,0.0034789576738,0.524973432519,0.00198588804189,0.272612669398,0.00351387185847,0.684909670563,0.0020364455989500003,0.25338796092,0.0028007789912899996,0.735387885228,0.00210735417265,0.260636621494,0.00175083732937,0.7970244420829999,0.00213877665431,0.263473053892,0.00160490226784,0.820935175345,0.0021749989040500003,0.277970375039,0.00198517213508,0.8087141339,0.00220699735789,0.277340056729,0.0024315800597600004,0.7571732199789999,0.0022279243467,0.269145918689,0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116
0.0034789576738,0.524973432519,0.00198588804189,0.272612669398,0.00351387185847,0.684909670563,0.0020364455989500003,0.25338796092,0.0028007789912899996,0.735387885228,0.00210735417265,0.260636621494,0.00175083732937,0.7970244420829999,0.00213877665431,0.263473053892,0.00160490226784,0.820935175345,0.0021749989040500003,0.277970375039,0.00198517213508,0.8087141339,0.00220699735789,0.277340056729,0.0024315800597600004,0.7571732199789999,0.0022279243467,0.269145918689,0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995
0.00351387185847,0.684909670563,0.0020364455989500003,0.25338796092,0.0028007789912899996,0.735387885228,0.00210735417265,0.260636621494,0.00175083732937,0.7970244420829999,0.00213877665431,0.263473053892,0.00160490226784,0.820935175345,0.0021749989040500003,0.277970375039,0.00198517213508,0.8087141339,0.00220699735789,0.277340056729,0.0024315800597600004,0.7571732199789999,0.0022279243467,0.269145918689,0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995,0.535069075452,0.00487592439533,0.296879924362,0.004339111866529999
0.0028007789912899996,0.735387885228,0.00210735417265,0.260636621494,0.00175083732937,0.7970244420829999,0.00213877665431,0.263473053892,0.00160490226784,0.820935175345,0.0021749989040500003,0.277970375039,0.00198517213508,0.8087141339,0.00220699735789,0.277340056729,0.0024315800597600004,0.7571732199789999,0.0022279243467,0.269145918689,0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995,0.535069075452,0.00487592439533,0.296879924362,0.004339111866529999,0.59298618491,0.00493147371119,0.305389221557,0.00319863774772
0.00175083732937,0.7970244420829999,0.00213877665431,0.263473053892,0.00160490226784,0.820935175345,0.0021749989040500003,0.277970375039,0.00198517213508,0.8087141339,0.00220699735789,0.277340056729,0.0024315800597600004,0.7571732199789999,0.0022279243467,0.269145918689,0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995,0.535069075452,0.00487592439533,0.296879924362,0.004339111866529999,0.59298618491,0.00493147371119,0.305389221557,0.00319863774772,0.648246546227,0.00495848040623,0.334068704696,0.00241320038945
0.00160490226784,0.820935175345,0.0021749989040500003,0.277970375039,0.00198517213508,0.8087141339,0.00220699735789,0.277340056729,0.0024315800597600004,0.7571732199789999,0.0022279243467,0.269145918689,0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995,0.535069075452,0.00487592439533,0.296879924362,0.004339111866529999,0.59298618491,0.00493147371119,0.305389221557,0.00319863774772,0.648246546227,0.00495848040623,0.334068704696,0.00241320038945,0.733793836344,0.0050257411561899995,0.339741569493,0.00189547838544
0.00198517213508,0.8087141339,0.00220699735789,0.277340056729,0.0024315800597600004,0.7571732199789999,0.0022279243467,0.269145918689,0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995,0.535069075452,0.00487592439533,0.296879924362,0.004339111866529999,0.59298618491,0.00493147371119,0.305389221557,0.00319863774772,0.648246546227,0.00495848040623,0.334068704696,0.00241320038945,0.733793836344,0.0050257411561899995,0.339741569493,0.00189547838544,0.7853347502660001,0.0050625393781000005,0.323353293413,0.00133117218444
0.0024315800597600004,0.7571732199789999,0.0022279243467,0.269145918689,0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995,0.535069075452,0.00487592439533,0.296879924362,0.004339111866529999,0.59298618491,0.00493147371119,0.305389221557,0.00319863774772,0.648246546227,0.00495848040623,0.334068704696,0.00241320038945,0.733793836344,0.0050257411561899995,0.339741569493,0.00189547838544,0.7853347502660001,0.0050625393781000005,0.323353293413,0.00133117218444,0.798087141339,0.0051177047125100005,0.351402458241,0.00152606378632
0.00209099302699,0.6604675876730001,0.0022455234963,0.301292152537,0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995,0.535069075452,0.00487592439533,0.296879924362,0.004339111866529999,0.59298618491,0.00493147371119,0.305389221557,0.00319863774772,0.648246546227,0.00495848040623,0.334068704696,0.00241320038945,0.733793836344,0.0050257411561899995,0.339741569493,0.00189547838544,0.7853347502660001,0.0050625393781000005,0.323353293413,0.00133117218444,0.798087141339,0.0051177047125100005,0.351402458241,0.00152606378632,0.783209351753,0.00511994460428,0.335014182162,0.00193863586422
0.00206892304478,0.63124335813,0.0021908701371500003,0.271982351087,0.00316195029629,0.568544102019,0.0021785187339699997,0.306649858178,0.00425883560116,0.528161530287,0.0048915396408,0.29120705956500004,0.0051028866146899995,0.535069075452,0.00487592439533,0.296879924362,0.004339111866529999,0.59298618491,0.00493147371119,0.305389221557,0.00319863774772,0.648246546227,0.00495848040623,0.334068704696,0.00241320038945,0.733793836344,0.0050257411561899995,0.339741569493,0.00189547838544,0.7853347502660001,0.0050625393781000005,0.323353293413,0.00133117218444,0.798087141339,0.0051177047125100005,0.351402458241,0.00152606378632,0.783209351753,0.00511994460428,0.335014182162,0.00193863586422,0.744952178533,0.0051728700469199996,0.322722975102,0.0021349173238299998
