State,Y_1_M_1_F_1,Y_1_M_1_F_2,Y_1_M_1_F_3,Y_1_M_1_F_4,Y_1_M_2_F_1,Y_1_M_2_F_2,Y_1_M_2_F_3,Y_1_M_2_F_4,Y_1_M_3_F_1,Y_1_M_3_F_2,Y_1_M_3_F_3,Y_1_M_3_F_4,Y_1_M_4_F_1,Y_1_M_4_F_2,Y_1_M_4_F_3,Y_1_M_4_F_4,Y_1_M_5_F_1,Y_1_M_5_F_2,Y_1_M_5_F_3,Y_1_M_5_F_4,Y_1_M_6_F_1,Y_1_M_6_F_2,Y_1_M_6_F_3,Y_1_M_6_F_4,Y_1_M_7_F_1,Y_1_M_7_F_2,Y_1_M_7_F_3,Y_1_M_7_F_4,Y_1_M_8_F_1,Y_1_M_8_F_2,Y_1_M_8_F_3,Y_1_M_8_F_4,Y_1_M_9_F_1,Y_1_M_9_F_2,Y_1_M_9_F_3,Y_1_M_9_F_4,Y_1_M_10_F_1,Y_1_M_10_F_2,Y_1_M_10_F_3,Y_1_M_10_F_4,Y_1_M_11_F_1,Y_1_M_11_F_2,Y_1_M_11_F_3,Y_1_M_11_F_4
NM,0.0360826236872,0.715196599362,0.04994248277919999,0.156318941065,0.036800940502300004,0.74601487779,0.04996366575569999,0.15505830444399998,0.0309696965485,0.778958554729,0.050050317568699994,0.149070280492,0.032715813154199996,0.804994686504,0.05005870116359999,0.144027734006,0.0312842596935,0.835812964931,0.05005998110169999,0.147179325559,0.0325619942446,0.9064824654620001,0.05015335259,0.17680428616500002,0.038712857549900004,0.914452709883,0.0501548885158,0.18436810589299998,0.043181897150999994,0.916046758767,0.0502089019059,0.179640718563,0.0441805578553,0.892667375133,0.0502480040164,0.16482823825999998,0.0402377711091,0.831562167906,0.050330624024199994,0.152221872045,0.035652199126400004,0.756641870351,0.0503066251839,0.1348881185
NV,0.0527291653737,0.7263549415520001,0.066771813586,0.14308225654,0.05735985980650001,0.7534537725820001,0.066800868182,0.141506460763,0.0453237398004,0.778958554729,0.06699804265459999,0.140876142452,0.051943943683,0.780021253985,0.0670401526198,0.13898518752,0.049373593517899994,0.8204038257170001,0.06723259132119999,0.143397415695,0.0577634217722,0.903294367694,0.0673686487469,0.17396785376600002,0.07647797590710001,0.902763018066,0.067573758836,0.179010400252,0.0834307391958,0.912327311371,0.0675207693964,0.17711944532,0.085598965179,0.876195536663,0.067661050618,0.176489127009,0.07334720155739999,0.8246546227420001,0.06742099821740001,0.14182161991800002,0.05996720894280001,0.716790648247,0.0675692790524,0.108729908604
NY,0.280056452187,0.6121147715199999,0.504672702215,0.33785061456,0.29604755613899997,0.5749202975559999,0.505349149529,0.360226914592,0.291383217564,0.6615302869290001,0.505688653124,0.35518436810599996,0.289392725628,0.756110520723,0.505359837013,0.30728017648899997,0.260760362408,0.850159404888,0.50521667593,0.317680428616,0.24528808276099998,0.8607863974500001,0.5055757625789999,0.340687046959,0.292797469692,0.88788522848,0.505739722657,0.35518436810599996,0.320608522847,0.884697130712,0.50604325999,0.350456980775,0.3361574843,0.871413390011,0.505935105216,0.351402458241,0.32412970344,0.777895855473,0.5064436246440001,0.32902615821,0.270171784019,0.7534537725820001,0.506245746206,0.300976993382
OH,0.298490374876,0.6556854410199999,0.33884084321,0.163252442483,0.324506019402,0.617959617428,0.33823856831200005,0.166404034037,0.309344756366,0.716790648247,0.33996040511299996,0.16482823825999998,0.295705507359,0.7996811902230001,0.338990787965,0.15474314528799998,0.251953648724,0.871413390011,0.33791909574900003,0.158209895997,0.274417176341,0.896918172157,0.339563304301,0.171761739679,0.294492664786,0.9064824654620001,0.338514266991,0.183737787583,0.319171409956,0.898512221041,0.33842921509999996,0.18027103687399998,0.314290517168,0.889479277365,0.338644180713,0.170501103057,0.288145639837,0.815090329437,0.33850607538599997,0.162937283328,0.259495136576,0.777364505845,0.33867854705300005,0.169555625591
OK,0.109437972686,0.7263549415520001,0.113430615033,0.0822565395525,0.117552752889,0.72688629118,0.113475220877,0.09328710999050001,0.105310742234,0.7975557917110001,0.11370260189000002,0.09297195083519999,0.10275836436699999,0.8522848034010001,0.113707721643,0.0961235423889,0.09349057736369999,0.8772582359190001,0.113039465933,0.10211156634099999,0.100409289138,0.9426142401700001,0.11461442983100001,0.117239205799,0.128372244158,0.962274176408,0.114196978002,0.119760479042,0.142631297823,0.947396386823,0.114229552428,0.122912070596,0.137931134467,0.933049946865,0.11430276489,0.12102111566299999,0.125868631127,0.8629117959620001,0.11435197851199999,0.106523794516,0.0993356240425,0.7991498405949999,0.114393704496,0.0844626536401
OR,0.0947919634592,0.7284803400640001,0.108227986424,0.127639457926,0.09460612989560001,0.747608926674,0.10829915098500001,0.128269776237,0.07937410393120001,0.768862911796,0.108539075392,0.128900094548,0.0838637517676,0.7635494155149999,0.108571713815,0.127324298771,0.07914937831419999,0.8103081827840001,0.108820533792,0.126063662149,0.0767669944255,0.8746014877789999,0.108886770591,0.130475890325,0.08522152295339999,0.884697130712,0.109119143363,0.136463914277,0.0907765207021,0.8815090329440001,0.109145254101,0.124803025528,0.08899484290889999,0.834750265675,0.109409817318,0.127009139616,0.0763118879085,0.814558979809,0.10957883315099999,0.12953041285800002,0.07834201475210001,0.716259298618,0.10936988324699999,0.133627481878
PA,0.29408761711,0.645589798087,0.36943296499899997,0.175543649543,0.31769336815,0.611583421892,0.36958566162100004,0.18657421998100002,0.314895824172,0.6939426142399999,0.36977688438100004,0.184998424204,0.312339061065,0.783209351753,0.370116451973,0.16987078474599998,0.256174958166,0.8629117959620001,0.369845681057,0.170501103057,0.252049165498,0.8825717322,0.369875951594,0.18153167349500002,0.275149008325,0.900106269926,0.369885359139,0.179955877718,0.304156705021,0.892136025505,0.36983121775600003,0.184052946738,0.301880549396,0.87991498406,0.369815346522,0.18153167349500002,0.288705752501,0.7954303931990001,0.369949996016,0.174283012922,0.254097120862,0.76780021254,0.370147682464,0.17491333123199998
RI,0.005412848851289999,0.6615302869290001,0.0166336282631,0.409076583675,0.0064153196828500006,0.62008501594,0.016760982109299997,0.482823826032,0.0056841107390700005,0.695005313496,0.0167749974321,0.453514024582,0.00530803440808,0.7763018065889999,0.0168192832922,0.418846517491,0.0032229123318500003,0.851222104145,0.01687003284,0.353608572329,0.00393775450272,0.86875664187,0.0168498098172,0.342262842736,0.00556026962281,0.910201912859,0.0166899455418,0.339741569493,0.00810241526121,0.911795961743,0.0166923774243,0.36589977938900003,0.00888114296148,0.8852284803399999,0.0167858129095,0.406870469587,0.00573011982251,0.804463336876,0.0167554143784,0.37031200756399996,0.0043037663467,0.7763018065889999,0.0169343497322,0.357075323038
SC,0.147951960766,0.7587672688629999,0.14662376314,0.15474314528799998,0.163327789079,0.743889479277,0.14679738675,0.15947053261900002,0.15395782356899998,0.825717321998,0.147151801625,0.15285219035599998,0.142901649114,0.8703506907549999,0.147254900643,0.140876142452,0.125685289722,0.9064824654620001,0.14743767581199999,0.148124803026,0.144652965705,0.953772582359,0.147800410284,0.163882760794,0.17172267354,0.962805526036,0.148112907184,0.170816262212,0.18798173247699998,0.948459086079,0.148230149519,0.168610148125,0.18277379178800002,0.9208289054200001,0.148336320389,0.164513079105,0.15626434039599998,0.8623804463339999,0.148499448507,0.145288370627,0.13592384442299998,0.8342189160469999,0.148521719431,0.138039710054
SD,0.0170694178821,0.646652497343,0.0140860393626,0.141191301607,0.018439913455,0.6296493092450001,0.014108950255499996,0.145288370627,0.016158773512899998,0.733262486716,0.014285901705200001,0.13898518752,0.014742388671799996,0.7794899043569999,0.014172179200299999,0.148124803026,0.012366187253600001,0.811902231668,0.014228048500700002,0.151591553735,0.011067580873499999,0.8852284803399999,0.0142922373991,0.15474314528799998,0.012912425304100002,0.9091392136030001,0.0143258997725,0.167349511503,0.0159079281559,0.896918172157,0.014362825988200004,0.167349511503,0.0161967070436,0.876195536663,0.0143984722658,0.163567601639,0.0136642664463,0.800212539851,0.0144094797339,0.159155373464,0.0122327609116,0.719447396387,0.0143798491657,0.148755121336
TN,0.186271392726,0.717853347503,0.192103997535,0.141191301607,0.208146770893,0.692879914984,0.19220440868299998,0.14245193822899999,0.205986500647,0.785866099894,0.192719519793,0.136463914277,0.201232707953,0.845377258236,0.192898135162,0.13898518752,0.163936570727,0.8873538788519999,0.19312711609799998,0.135518436811,0.164360764891,0.9293304994689999,0.193789100111,0.154112826978,0.19263176510299998,0.941551540914,0.19399459418099999,0.158209895997,0.222122389434,0.920297555792,0.194216983435,0.156318941065,0.225776876554,0.902763018066,0.194074398325,0.155373463599,0.200528313678,0.843251859724,0.193811691019,0.146864166404,0.16542194523,0.8103081827840001,0.193817770725,0.145918688938
TX,0.699079075476,0.759829968119,0.7372731109630001,0.137724550898,0.7707621859970001,0.782146652497,0.7359414633079999,0.135518436811,0.684652735659,0.8246546227420001,0.7409654765479999,0.13268200441199998,0.717530299498,0.87991498406,0.7414474372600001,0.12039079735300001,0.660033179259,0.9064824654620001,0.7402685502240001,0.125748502994,0.691071577913,0.947396386823,0.7449163896400001,0.132366845257,0.82222363338,0.968119022317,0.7455369676540001,0.134257800189,0.9528838229909999,0.968650371945,0.7471875758959999,0.136779073432,0.96602025502,0.9468650371940001,0.745863543874,0.131106208635,0.891035777095,0.893730074389,0.7484088928820001,0.116924046644,0.7948707060879999,0.8304994686499999,0.7419987066220001,0.10999054522500001
UT,0.0502834231429,0.6965993623800001,0.0575746259941,0.10085092972000001,0.051418385756900005,0.7327311370880001,0.0576558380699,0.10463283958399999,0.043287095003199993,0.764612114772,0.0581907882211,0.10967538607,0.045175336543300006,0.7763018065889999,0.058263040729900004,0.10809959029300001,0.043740284475099984,0.811902231668,0.0584195131691,0.123857548062,0.04501248355830001,0.897980871413,0.0584626470849,0.143397415695,0.055894734092699995,0.898512221041,0.0585806573826,0.15190671289000002,0.0600451128648,0.903294367694,0.058781031700499996,0.140245824141,0.0614780082572,0.874070138151,0.058836197034999996,0.146233848093,0.0511765744752,0.814558979809,0.058912673339599986,0.12039079735300001,0.0481620689135,0.709351753454,0.0590656899459,0.106523794516
VA,0.224859330822,0.705632306057,0.226154256226,0.152221872045,0.249973245239,0.6795961742829999,0.226388356915,0.154427986133,0.24562107350200002,0.7608926673749999,0.22643341073800002,0.15190671289000002,0.2162845796,0.823060573858,0.226394308627,0.137724550898,0.173545735545,0.8825717322,0.210663612734,0.14182161991800002,0.201868591827,0.917640807651,0.226735284151,0.151591553735,0.228552925663,0.9261424017000001,0.22695248965599998,0.15316734951199998,0.24484445455200002,0.914984059511,0.227214109014,0.150330917113,0.2367705793,0.894261424017,0.227330007414,0.14780964387,0.207246143085,0.82518597237,0.22746606484,0.136148755121,0.18620721964,0.7975557917110001,0.22766509522300002,0.14245193822899999
VT,0.00210685657555,0.590860786397,0.00802156439801,0.303498266625,0.0028379217409499995,0.554197662062,0.00801919651242,0.307595335645,0.0017690732213,0.644527098831,0.008065402279760001,0.306649858178,0.0017683543293699996,0.735919234857,0.008074681831369999,0.305389221557,0.00042697387954099996,0.837407013815,0.00811538386465,0.3079104948,0.000352352897338,0.8443145589800001,0.00825329720068,0.3079104948,0.000554744938342,0.877789585547,0.008186100447629999,0.30728017648899997,0.00177671743881,0.87991498406,0.00820024376422,0.30728017648899997,0.00204745213917,0.857598299681,0.00823025831392,0.308225653955,0.0011967154307,0.7614240170029999,0.008188916311560001,0.308855972266,0.000508400372003,0.734325185972,0.00817547696095,0.310431768043
WA,0.195399331287,0.7125398512219999,0.196971154354,0.0832020170186,0.200489086142,0.7422954303929999,0.198391245735,0.0857232902616,0.17430009280900002,0.764080765143,0.198366158947,0.08162622124169999,0.179968963039,0.768862911796,0.197981921514,0.0794201071541,0.169138568576,0.823591923486,0.198025439411,0.078474629688,0.150190206823,0.874070138151,0.197984289399,0.08698392688310001,0.158933298571,0.890541976621,0.19882034500100002,0.08950520012610001,0.168638723018,0.87991498406,0.197928676086,0.086038449417,0.164287605656,0.8246546227420001,0.19941890807799997,0.08698392688310001,0.15577772245,0.804463336876,0.200101115114,0.08919004097069999,0.155505549966,0.717321997875,0.197693231463,0.0967538606997
WI,0.133754635954,0.607332624867,0.176800161016,0.184052946738,0.138415787442,0.566418703507,0.175676503311,0.188780334069,0.125842942722,0.689160467588,0.17611155429000006,0.184052946738,0.126368836131,0.7651434644,0.17695445756099998,0.184998424204,0.11501961736300001,0.8267800212540001,0.176347254901,0.188780334069,0.11821854266699999,0.8650371944740001,0.176542381472,0.20705956508,0.124695255721,0.889479277365,0.17715777573600006,0.205168610148,0.14184621991,0.8772582359190001,0.177022806258,0.202017018594,0.140737568741,0.869819341126,0.177132112976,0.203277655216,0.131988606042,0.783209351753,0.176949785786,0.1900409706900001,0.118529295685,0.735387885228,0.17638494907900001,0.180901355184
WV,0.0609388632737,0.679064824655,0.049864982524,0.09549322407819999,0.0713829252144,0.647715196599,0.0498616546848,0.10116608887499999,0.0681270876322,0.7385759829970001,0.0498741980787,0.106208635361,0.05787168689669999,0.8081827842720001,0.0497473562077,0.10463283958399999,0.04490917878819999,0.869819341126,0.049594659586,0.102426725496,0.0523705341535,0.900637619554,0.0496065630109,0.11377245509000004,0.0539225739015,0.9091392136030001,0.0495716846962,0.115978569177,0.0550601964157,0.8974495217849999,0.0495709807302,0.11849984242,0.0559584279175,0.8825717322,0.049596323505600004,0.113142136779,0.0493648230364,0.812964930925,0.049411948414699994,0.11219665931299999,0.0479134760845,0.782678002125,0.0497586196635,0.118815001576
WY,0.0268969581047,0.662061636557,0.00617474163648,0.09801449732110001,0.0282014354355,0.676939426142,0.00620584413361,0.105263157895,0.0238632341654,0.7263549415520001,0.00622715510387,0.113142136779,0.024476161423800002,0.745483528162,0.006240978435919999,0.105263157895,0.022953716060200004,0.775770456961,0.006245458219459999,0.107469271982,0.0228693660739,0.8607863974500001,0.00624616218544,0.105893476205,0.0231645670629,0.865568544102,0.00627054500727,0.106523794516,0.022352434851,0.867693942614,0.006270289019630001,0.106523794516,0.023897381532000002,0.8416578108399999,0.00630862316733,0.103057043807,0.022709101099900004,0.784803400638,0.00631387091376,0.108729908604,0.0233638199425,0.681190223167,0.006287120206350001,0.102741884652
